County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
Calhoun,Male,5+ years,9724,9703,9562
Calhoun,Male,65+ years,1830,1839,1878
Calhoun,Male,12+ years,8800,8780,8638
Calhoun,Male,<16 years,2163,2156,2133
Calhoun,Male,16-49 years,4384,4369,4226
Callahan,Female,<5 years,364,365,385
Callahan,Female,12-15 years,325,323,334
Callahan,Female,16+ years,5656,5678,5795
Callahan,Female,50-64 years,1472,1469,1467
Callahan,Female,65-79 years,1139,1149,1191
Callahan,Female,80+ years,376,380,378
Callahan,Female,5+ years,6539,6560,6735
Callahan,Female,65+ years,1515,1529,1569
Callahan,Female,12+ years,5981,6001,6129
Callahan,Female,<16 years,1247,1247,1325
Callahan,Female,16-49 years,2669,2680,2759
Callahan,Male,<5 years,357,359,343
Callahan,Male,12-15 years,371,368,368
Callahan,Male,16+ years,5450,5466,5621
Callahan,Male,50-64 years,1444,1446,1453
Callahan,Male,65-79 years,1086,1086,1117
Callahan,Male,80+ years,300,299,309
Callahan,Male,5+ years,6448,6466,6652
Callahan,Male,65+ years,1386,1385,1426
Callahan,Male,12+ years,5821,5834,5989
Callahan,Male,<16 years,1355,1359,1374
Callahan,Male,16-49 years,2620,2635,2742
Cameron,Female,<5 years,15689,15557,15113
Cameron,Female,12-15 years,14221,14192,14028
Cameron,Female,16+ years,159935,160228,161694
Cameron,Female,50-64 years,34159,34232,34571
Cameron,Female,65-79 years,23752,23926,24581
Cameron,Female,80+ years,8221,8259,8269
Cameron,Female,5+ years,198605,198803,199826
Cameron,Female,65+ years,31973,32185,32850
Cameron,Female,12+ years,174156,174420,175722
Cameron,Female,<16 years,54359,54132,53245
Cameron,Female,16-49 years,93803,93811,94273
Cameron,Male,<5 years,16308,16107,15564
Cameron,Male,12-15 years,14873,14838,14785
Cameron,Male,16+ years,149942,150329,152358
Cameron,Male,50-64 years,29784,29870,30258
Cameron,Male,65-79 years,19994,20122,20578
Cameron,Male,80+ years,5755,5779,5808
Cameron,Male,5+ years,190415,190724,192526
Cameron,Male,65+ years,25749,25901,26386
Cameron,Male,12+ years,164815,165167,167143
Cameron,Male,<16 years,56781,56502,55732
Cameron,Male,16-49 years,94409,94558,95714
Camp,Female,<5 years,447,444,440
Camp,Female,12-15 years,378,378,369
Camp,Female,16+ years,4911,4914,4982
Camp,Female,50-64 years,1209,1208,1224
Camp,Female,65-79 years,937,947,972
Camp,Female,80+ years,265,266,259
Camp,Female,5+ years,5929,5930,6004
Camp,Female,65+ years,1202,1213,1231
Camp,Female,12+ years,5289,5292,5351
Camp,Female,<16 years,1465,1460,1462
Camp,Female,16-49 years,2500,2493,2527
Camp,Male,<5 years,428,427,450
Camp,Male,12-15 years,367,363,361
Camp,Male,16+ years,4618,4616,4707
Camp,Male,50-64 years,1101,1105,1144
Camp,Male,65-79 years,928,929,929
Camp,Male,80+ years,241,241,248
Camp,Male,5+ years,5660,5649,5722
Camp,Male,65+ years,1169,1170,1177
Camp,Male,12+ years,4985,4979,5068
Camp,Male,<16 years,1470,1460,1465
Camp,Male,16-49 years,2348,2341,2386
Carson,Female,<5 years,120,115,116
Carson,Female,12-15 years,165,164,159
Carson,Female,16+ years,2317,2327,2293
Carson,Female,50-64 years,579,579,547
Carson,Female,65-79 years,453,461,482
Carson,Female,80+ years,154,151,155
Carson,Female,5+ years,2763,2774,2746
Carson,Female,65+ years,607,612,637
Carson,Female,12+ years,2482,2491,2452
Carson,Female,<16 years,566,562,569
Carson,Female,16-49 years,1131,1136,1109
Carson,Male,<5 years,146,148,142
Carson,Male,12-15 years,169,169,169
Carson,Male,16+ years,2305,2303,2294
Carson,Male,50-64 years,573,570,561
Carson,Male,65-79 years,450,456,459
Carson,Male,80+ years,122,120,121
Carson,Male,5+ years,2778,2771,2742
Carson,Male,65+ years,572,576,580
Carson,Male,12+ years,2474,2472,2463
Carson,Male,<16 years,619,616,590
Carson,Male,16-49 years,1160,1157,1153
Cass,Female,<5 years,781,779,785
Cass,Female,12-15 years,726,723,728
Cass,Female,16+ years,11871,11864,11905
Cass,Female,50-64 years,3034,3032,3003
Cass,Female,65-79 years,2565,2570,2602
Cass,Female,80+ years,897,893,875
Cass,Female,5+ years,13828,13811,13888
Cass,Female,65+ years,3462,3463,3477
Cass,Female,12+ years,12597,12587,12633
Cass,Female,<16 years,2738,2726,2768
Cass,Female,16-49 years,5375,5369,5425
Cass,Male,<5 years,810,791,780
Cass,Male,12-15 years,758,753,760
Cass,Male,16+ years,10970,10949,10991
Cass,Male,50-64 years,2904,2898,2914
Cass,Male,65-79 years,2327,2323,2315
Cass,Male,80+ years,610,614,615
Cass,Male,5+ years,13035,13018,13107
Cass,Male,65+ years,2937,2937,2930
Cass,Male,12+ years,11728,11702,11751
Cass,Male,<16 years,2875,2860,2896
Cass,Male,16-49 years,5129,5114,5147
Castro,Female,<5 years,252,245,264
Castro,Female,12-15 years,245,243,239
Castro,Female,16+ years,2669,2659,2688
Castro,Female,50-64 years,580,575,554
Castro,Female,65-79 years,435,438,452
Castro,Female,80+ years,179,176,179
Castro,Female,5+ years,3316,3300,3322
Castro,Female,65+ years,614,614,631
Castro,Female,12+ years,2914,2902,2927
Castro,Female,<16 years,899,886,898
Castro,Female,16-49 years,1475,1470,1503
Castro,Male,<5 years,284,282,279
Castro,Male,12-15 years,262,259,253
Castro,Male,16+ years,2805,2799,2794
Castro,Male,50-64 years,631,629,624
Castro,Male,65-79 years,477,476,484
Castro,Male,80+ years,140,144,143
Castro,Male,5+ years,3519,3510,3509
Castro,Male,65+ years,617,620,627
Castro,Male,12+ years,3067,3058,3047
Castro,Male,<16 years,998,993,994
Castro,Male,16-49 years,1557,1550,1543
Chambers,Female,<5 years,1627,1640,1710
Chambers,Female,12-15 years,1462,1480,1548
Chambers,Female,16+ years,17259,17439,18168
Chambers,Female,50-64 years,3773,3806,3962
Chambers,Female,65-79 years,2240,2262,2372
Chambers,Female,80+ years,561,571,595
Chambers,Female,5+ years,21309,21551,22451
Chambers,Female,65+ years,2801,2833,2967
Chambers,Female,12+ years,18721,18919,19716
Chambers,Female,<16 years,5677,5752,5993
Chambers,Female,16-49 years,10685,10800,11239
Chambers,Male,<5 years,1669,1677,1720
Chambers,Male,12-15 years,1628,1637,1647
Chambers,Male,16+ years,17626,17801,18524
Chambers,Male,50-64 years,4064,4076,4144
Chambers,Male,65-79 years,2224,2256,2380
Chambers,Male,80+ years,375,379,387
Chambers,Male,5+ years,21966,22183,22984
Chambers,Male,65+ years,2599,2635,2767
Chambers,Male,12+ years,19254,19438,20171
Chambers,Male,<16 years,6009,6059,6180
Chambers,Male,16-49 years,10963,11090,11613
Cherokee,Female,<5 years,1671,1671,1687
Cherokee,Female,12-15 years,1394,1389,1376
Cherokee,Female,16+ years,19026,19056,19235
Cherokee,Female,50-64 years,4424,4424,4417
Cherokee,Female,65-79 years,3634,3648,3759
Cherokee,Female,80+ years,1102,1097,1094
Cherokee,Female,5+ years,22833,22865,23073
Cherokee,Female,65+ years,4736,4745,4853
Cherokee,Female,12+ years,20420,20445,20611
Cherokee,Female,<16 years,5478,5480,5525
Cherokee,Female,16-49 years,9866,9887,9965
Cherokee,Male,<5 years,1761,1773,1744
Cherokee,Male,12-15 years,1578,1568,1570
Cherokee,Male,16+ years,20037,20057,20435
Cherokee,Male,50-64 years,4653,4647,4652
Cherokee,Male,65-79 years,3270,3294,3424
Cherokee,Male,80+ years,843,833,832
Cherokee,Male,5+ years,24147,24168,24593
Cherokee,Male,65+ years,4113,4127,4256
Cherokee,Male,12+ years,21615,21625,22005
Cherokee,Male,<16 years,5871,5884,5902
Cherokee,Male,16-49 years,11271,11283,11527
Childress,Female,<5 years,132,136,149
Childress,Female,12-15 years,149,151,155
Childress,Female,16+ years,2073,2063,2048
Childress,Female,50-64 years,469,464,459
Childress,Female,65-79 years,418,418,409
Childress,Female,80+ years,147,144,147
Childress,Female,5+ years,2463,2452,2433
Childress,Female,65+ years,565,562,556
Childress,Female,12+ years,2222,2214,2203
Childress,Female,<16 years,522,525,534
Childress,Female,16-49 years,1039,1037,1033
Childress,Male,<5 years,155,152,145
Childress,Male,12-15 years,180,179,169
Childress,Male,16+ years,3488,3486,3592
Childress,Male,50-64 years,502,497,482
Childress,Male,65-79 years,358,352,359
Childress,Male,80+ years,100,104,103
Childress,Male,5+ years,3914,3908,4009
Childress,Male,65+ years,458,456,462
Childress,Male,12+ years,3668,3665,3761
Childress,Male,<16 years,581,574,562
Childress,Male,16-49 years,2528,2533,2648
Clay,Female,<5 years,218,218,215
Clay,Female,12-15 years,242,240,245
Clay,Female,16+ years,4209,4231,4254
Clay,Female,50-64 years,1147,1144,1124
Clay,Female,65-79 years,913,925,962
Clay,Female,80+ years,304,306,299
Clay,Female,5+ years,4865,4877,4890
Clay,Female,65+ years,1217,1231,1261
Clay,Female,12+ years,4451,4471,4499
Clay,Female,<16 years,874,864,851
Clay,Female,16-49 years,1845,1856,1869
Clay,Male,<5 years,220,223,217
Clay,Male,12-15 years,258,255,262
Clay,Male,16+ years,4257,4273,4269
Clay,Male,50-64 years,1180,1176,1172
Clay,Male,65-79 years,934,935,948
Clay,Male,80+ years,241,245,235
Clay,Male,5+ years,4915,4927,4941
Clay,Male,65+ years,1175,1180,1183
Clay,Male,12+ years,4515,4528,4531
Clay,Male,<16 years,878,877,889
Clay,Male,16-49 years,1902,1917,1914
Cochran,Female,<5 years,91,91,91
Cochran,Female,12-15 years,84,84,73
Cochran,Female,16+ years,962,965,974
Cochran,Female,50-64 years,230,227,228
Cochran,Female,65-79 years,141,142,149
Cochran,Female,80+ years,62,61,62
Cochran,Female,5+ years,1163,1166,1159
Cochran,Female,65+ years,203,203,211
Cochran,Female,12+ years,1046,1049,1047
Cochran,Female,<16 years,292,292,276
Cochran,Female,16-49 years,529,535,535
Cochran,Male,<5 years,83,86,83
Cochran,Male,12-15 years,79,80,83
Cochran,Male,16+ years,986,991,969
Cochran,Male,50-64 years,237,238,235
Cochran,Male,65-79 years,137,139,149
Cochran,Male,80+ years,53,54,52
Cochran,Male,5+ years,1210,1216,1183
Cochran,Male,65+ years,190,193,201
Cochran,Male,12+ years,1065,1071,1052
Cochran,Male,<16 years,307,311,297
Cochran,Male,16-49 years,559,560,533
Coke,Female,<5 years,79,78,92
Coke,Female,12-15 years,86,88,85
Coke,Female,16+ years,1358,1368,1384
Coke,Female,50-64 years,330,336,349
Coke,Female,65-79 years,331,332,329
Coke,Female,80+ years,111,113,120
Coke,Female,5+ years,1579,1592,1605
Coke,Female,65+ years,442,445,449
Coke,Female,12+ years,1444,1456,1469
Coke,Female,<16 years,300,302,313
Coke,Female,16-49 years,586,587,586
Coke,Male,<5 years,107,103,96
Coke,Male,12-15 years,70,69,69
Coke,Male,16+ years,1309,1305,1319
Coke,Male,50-64 years,337,340,353
Coke,Male,65-79 years,300,294,292
Coke,Male,80+ years,101,99,97
Coke,Male,5+ years,1520,1515,1528
Coke,Male,65+ years,401,393,389
Coke,Male,12+ years,1379,1374,1388
Coke,Male,<16 years,318,313,305
Coke,Male,16-49 years,571,572,577
Coleman,Female,<5 years,175,178,169
Coleman,Female,12-15 years,186,187,196
Coleman,Female,16+ years,3123,3116,3153
Coleman,Female,50-64 years,837,833,836
Coleman,Female,65-79 years,776,781,798
Coleman,Female,80+ years,226,226,200
Coleman,Female,5+ years,3618,3613,3655
Coleman,Female,65+ years,1002,1007,998
Coleman,Female,12+ years,3309,3303,3349
Coleman,Female,<16 years,670,675,671
Coleman,Female,16-49 years,1284,1276,1319
Coleman,Male,<5 years,214,216,196
Coleman,Male,12-15 years,192,190,188
Coleman,Male,16+ years,3161,3150,3203
Coleman,Male,50-64 years,887,874,877
Coleman,Male,65-79 years,753,762,805
Coleman,Male,80+ years,208,209,211
Coleman,Male,5+ years,3677,3664,3715
Coleman,Male,65+ years,961,971,1016
Coleman,Male,12+ years,3353,3340,3391
Coleman,Male,<16 years,730,730,708
Coleman,Male,16-49 years,1313,1305,1310
Collin,Female,<5 years,31030,31154,31465
Collin,Female,12-15 years,32287,32402,32863
Collin,Female,16+ years,418751,422466,439060
Collin,Female,50-64 years,97352,98463,102640
Collin,Female,65-79 years,51955,52589,55419
Collin,Female,80+ years,13243,13410,14183
Collin,Female,5+ years,505195,509274,527269
Collin,Female,65+ years,65198,65999,69602
Collin,Female,12+ years,451038,454868,471923
Collin,Female,<16 years,117474,117962,119674
Collin,Female,16-49 years,256201,258004,266818
Collin,Male,<5 years,32391,32472,32773
Collin,Male,12-15 years,33844,33958,34234
Collin,Male,16+ years,406001,410005,426457
Collin,Male,50-64 years,98779,100024,104607
Collin,Male,65-79 years,43613,44265,46720
Collin,Male,80+ years,9011,9154,9693
Collin,Male,5+ years,495849,500249,517955
Collin,Male,65+ years,52624,53419,56413
Collin,Male,12+ years,439845,443963,460691
Collin,Male,<16 years,122239,122716,124271
Collin,Male,16-49 years,254598,256562,265437
Collingsworth,Female,<5 years,83,82,78
Collingsworth,Female,12-15 years,87,87,87
Collingsworth,Female,16+ years,1032,1026,1027
Collingsworth,Female,50-64 years,250,246,254
Collingsworth,Female,65-79 years,206,205,212
Collingsworth,Female,80+ years,69,65,63
Collingsworth,Female,5+ years,1270,1265,1269
Collingsworth,Female,65+ years,275,270,275
Collingsworth,Female,12+ years,1119,1113,1114
Collingsworth,Female,<16 years,321,321,320
Collingsworth,Female,16-49 years,507,510,498
Collingsworth,Male,<5 years,72,73,85
Collingsworth,Male,12-15 years,79,81,81
Collingsworth,Male,16+ years,986,975,975
Collingsworth,Male,50-64 years,245,241,243
Collingsworth,Male,65-79 years,182,182,179
Collingsworth,Male,80+ years,51,52,59
Collingsworth,Male,5+ years,1227,1215,1183
Collingsworth,Male,65+ years,233,234,238
Collingsworth,Male,12+ years,1065,1056,1056
Collingsworth,Male,<16 years,313,313,293
Collingsworth,Male,16-49 years,508,500,494
Colorado,Female,<5 years,630,616,621
Colorado,Female,12-15 years,507,510,514
Colorado,Female,16+ years,8094,8104,8110
Colorado,Female,50-64 years,2061,2051,2030
Colorado,Female,65-79 years,1760,1770,1798
Colorado,Female,80+ years,634,632,634
Colorado,Female,5+ years,9577,9597,9640
Colorado,Female,65+ years,2394,2402,2432
Colorado,Female,12+ years,8601,8614,8624
Colorado,Female,<16 years,2113,2109,2151
Colorado,Female,16-49 years,3639,3651,3648
Colorado,Male,<5 years,650,656,628
Colorado,Male,12-15 years,576,579,593
Colorado,Male,16+ years,8126,8117,8148
Colorado,Male,50-64 years,2117,2106,2102
Colorado,Male,65-79 years,1697,1715,1769
Colorado,Male,80+ years,433,428,418
Colorado,Male,5+ years,9700,9697,9741
Colorado,Male,65+ years,2130,2143,2187
Colorado,Male,12+ years,8702,8696,8741
Colorado,Male,<16 years,2224,2236,2221
Colorado,Male,16-49 years,3879,3868,3859
Comal,Female,<5 years,4342,4376,4556
Comal,Female,12-15 years,4187,4232,4450
Comal,Female,16+ years,65529,66440,71139
Comal,Female,50-64 years,17387,17622,18619
Comal,Female,65-79 years,12334,12571,13565
Comal,Female,80+ years,3177,3210,3344
Comal,Female,5+ years,76844,77891,83285
Comal,Female,65+ years,15511,15781,16909
Comal,Female,12+ years,69716,70672,75589
Comal,Female,<16 years,15657,15827,16702
Comal,Female,16-49 years,32631,33037,35611
Comal,Male,<5 years,4454,4471,4744
Comal,Male,12-15 years,4380,4427,4714
Comal,Male,16+ years,64019,64853,69605
Comal,Male,50-64 years,16990,17197,18172
Comal,Male,65-79 years,11629,11819,12653
Comal,Male,80+ years,2280,2291,2443
Comal,Male,5+ years,75861,76835,82401
Comal,Male,65+ years,13909,14110,15096
Comal,Male,12+ years,68399,69280,74319
Comal,Male,<16 years,16296,16453,17540
Comal,Male,16-49 years,33120,33546,36337
Comanche,Female,<5 years,355,343,359
Comanche,Female,12-15 years,366,366,366
Comanche,Female,16+ years,5431,5439,5526
Comanche,Female,50-64 years,1350,1352,1376
Comanche,Female,65-79 years,1264,1266,1276
Comanche,Female,80+ years,411,411,408
Comanche,Female,5+ years,6383,6397,6500
Comanche,Female,65+ years,1675,1677,1684
Comanche,Female,12+ years,5797,5805,5892
Comanche,Female,<16 years,1307,1301,1333
Comanche,Female,16-49 years,2406,2410,2466
Comanche,Male,<5 years,397,385,377
Comanche,Male,12-15 years,385,386,384
Comanche,Male,16+ years,5438,5446,5508
Comanche,Male,50-64 years,1476,1485,1501
Comanche,Male,65-79 years,1188,1178,1202
Comanche,Male,80+ years,337,337,327
Comanche,Male,5+ years,6459,6475,6539
Comanche,Male,65+ years,1525,1515,1529
Comanche,Male,12+ years,5823,5832,5892
Comanche,Male,<16 years,1418,1414,1408
Comanche,Male,16-49 years,2437,2446,2478
Concho,Female,<5 years,76,74,66
Concho,Female,12-15 years,77,75,69
Concho,Female,16+ years,1265,1276,1298
Concho,Female,50-64 years,329,335,333
Concho,Female,65-79 years,303,307,325
Concho,Female,80+ years,127,127,121
Concho,Female,5+ years,1445,1453,1464
Concho,Female,65+ years,430,434,446
Concho,Female,12+ years,1342,1351,1367
Concho,Female,<16 years,256,251,232
Concho,Female,16-49 years,506,507,519
Concho,Male,<5 years,93,95,84
Concho,Male,12-15 years,76,76,78
Concho,Male,16+ years,1506,1516,1547
Concho,Male,50-64 years,417,423,427
Concho,Male,65-79 years,346,343,344
Concho,Male,80+ years,95,98,106
Concho,Male,5+ years,1689,1697,1727
Concho,Male,65+ years,441,441,450
Concho,Male,12+ years,1582,1592,1625
Concho,Male,<16 years,276,276,264
Concho,Male,16-49 years,648,652,670
Cooke,Female,<5 years,1348,1345,1302
Cooke,Female,12-15 years,1061,1055,1048
Cooke,Female,16+ years,16615,16645,16988
Cooke,Female,50-64 years,4285,4286,4354
Cooke,Female,65-79 years,3137,3154,3312
Cooke,Female,80+ years,971,978,979
Cooke,Female,5+ years,19512,19536,19924
Cooke,Female,65+ years,4108,4132,4291
Cooke,Female,12+ years,17676,17700,18036
Cooke,Female,<16 years,4245,4236,4238
Cooke,Female,16-49 years,8222,8227,8343
Cooke,Male,<5 years,1382,1353,1320
Cooke,Male,12-15 years,1139,1133,1136
Cooke,Male,16+ years,16330,16367,16579
Cooke,Male,50-64 years,4166,4160,4168
Cooke,Male,65-79 years,2933,2945,3059
Cooke,Male,80+ years,748,747,751
Cooke,Male,5+ years,19426,19463,19698
Cooke,Male,65+ years,3681,3692,3810
Cooke,Male,12+ years,17469,17500,17715
Cooke,Male,<16 years,4478,4449,4439
Cooke,Male,16-49 years,8483,8515,8601
Coryell,Female,<5 years,2703,2677,2619
Coryell,Female,12-15 years,1913,1918,1932
Coryell,Female,16+ years,33074,33084,33741
Coryell,Female,50-64 years,6066,6095,6205
Coryell,Female,65-79 years,3817,3844,4046
Coryell,Female,80+ years,1086,1085,1101
Coryell,Female,5+ years,38681,38713,39506
Coryell,Female,65+ years,4903,4929,5147
Coryell,Female,12+ years,34987,35002,35673
Coryell,Female,<16 years,8310,8306,8384
Coryell,Female,16-49 years,22105,22060,22389
Coryell,Male,<5 years,2707,2686,2620
Coryell,Male,12-15 years,2094,2091,2080
Coryell,Male,16+ years,32987,33000,33442
Coryell,Male,50-64 years,5279,5292,5368
Coryell,Male,65-79 years,3143,3177,3248
Coryell,Male,80+ years,672,681,716
Coryell,Male,5+ years,39002,39020,39487
Coryell,Male,65+ years,3815,3858,3964
Coryell,Male,12+ years,35081,35091,35522
Coryell,Male,<16 years,8722,8706,8665
Coryell,Male,16-49 years,23893,23850,24110
Cottle,Female,<5 years,34,33,30
Cottle,Female,12-15 years,33,34,35
Cottle,Female,16+ years,577,576,590
Cottle,Female,50-64 years,147,149,157
Cottle,Female,65-79 years,146,143,136
Cottle,Female,80+ years,46,47,53
Cottle,Female,5+ years,666,663,682
Cottle,Female,65+ years,192,190,189
Cottle,Female,12+ years,610,610,625
Cottle,Female,<16 years,123,120,122
Cottle,Female,16-49 years,238,237,244
Cottle,Male,<5 years,33,35,35
Cottle,Male,12-15 years,38,36,29
Cottle,Male,16+ years,550,551,551
Cottle,Male,50-64 years,144,142,146
Cottle,Male,65-79 years,127,129,130
Cottle,Male,80+ years,30,31,34
Cottle,Male,5+ years,647,643,634
Cottle,Male,65+ years,157,160,164
Cottle,Male,12+ years,588,587,580
Cottle,Male,<16 years,130,127,118
Cottle,Male,16-49 years,249,249,241
Crane,Female,<5 years,151,149,163
Crane,Female,12-15 years,163,164,164
Crane,Female,16+ years,1694,1686,1700
Crane,Female,50-64 years,371,372,374
Crane,Female,65-79 years,221,219,222
Crane,Female,80+ years,79,76,79
Crane,Female,5+ years,2140,2131,2134
Crane,Female,65+ years,300,295,301
Crane,Female,12+ years,1857,1850,1864
Crane,Female,<16 years,597,594,597
Crane,Female,16-49 years,1023,1019,1025
Crane,Male,<5 years,176,177,169
Crane,Male,12-15 years,160,157,160
Crane,Male,16+ years,1782,1785,1767
Crane,Male,50-64 years,422,418,408
Crane,Male,65-79 years,209,208,213
Crane,Male,80+ years,56,55,57
Crane,Male,5+ years,2208,2211,2214
Crane,Male,65+ years,265,263,270
Crane,Male,12+ years,1942,1942,1927
Crane,Male,<16 years,602,603,616
Crane,Male,16-49 years,1095,1104,1089
Crockett,Female,<5 years,89,88,93
Crockett,Female,12-15 years,95,97,84
Crockett,Female,16+ years,1184,1188,1179
Crockett,Female,50-64 years,285,282,280
Crockett,Female,65-79 years,243,241,235
Crockett,Female,80+ years,58,61,68
Crockett,Female,5+ years,1443,1450,1422
Crockett,Female,65+ years,301,302,303
Crockett,Female,12+ years,1279,1285,1263
Crockett,Female,<16 years,348,350,336
Crockett,Female,16-49 years,598,604,596
Crockett,Male,<5 years,88,92,96
Crockett,Male,12-15 years,96,98,92
Crockett,Male,16+ years,1211,1210,1193
Crockett,Male,50-64 years,318,311,302
Crockett,Male,65-79 years,213,217,230
Crockett,Male,80+ years,52,52,49
Crockett,Male,5+ years,1478,1481,1457
Crockett,Male,65+ years,265,269,279
Crockett,Male,12+ years,1307,1308,1285
