NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
Merkel Drug Company,Federal Allocation,,121 Edwards Street,Merkel,Taylor,121 Edwards Street,79536,04/20/2021      ,12:02:37        ,0,180,0,180,210,390,180,,
"Med Time Pharmacy, Inc",Federal Allocation,,Resler,El Paso,El Paso,641 N Resler Suite 306 And 307,79912,04/20/2021      ,18:04:39        ,0,155,0,0,120,275,0,915-584-6337,todd@medtimepharmacy.com
Matthewson Drug Co,Federal Allocation,,,Marshall,Harrison,717 S Washington Ave,75670,04/19/2021      ,11:27:26        ,0,0,0,0,290,290,0,,
La Rx ,Federal Allocation,,,Houston,Harris,3744 BROADWAY ST STE C,77017,04/20/2021      ,10:21:19        ,0,0,0,0,140,140,0,,
Interventional Associates PLLC,Other,,8619 Broadway St,Pearland,Brazoria,8619 BROADWAY ST STE 105 Pearland 77584,77584,04/16/2021      ,13:45:57        ,0,40,0,50,0,40,50,(281) 949-6020,
HEALTHCO PHARMACY #2,Federal Allocation,,,Houston,77033,8604 Martin Luther King Jr Blvd,Harris,04/20/2021      ,12:05:18        ,0,0,0,0,620,620,0,,
Hamarsyl Pharmacy LLc,Federal Allocation,,,McAllen,,"2528 Buddy Owens Blvd, McAllen, TX 78504",78504,04/20/2021      ,23:42:18        ,0,190,0,0,105,295,0,(956) 627-4358,https://www.hamarsylpharmacy.com/
Greenville Family Dentistry Pllc,Federal Allocation,,,Greenville,Hunt,3900 Joe Ramsey Blvd,75401,04/19/2021      ,19:02:36        ,0,10,0,0,0,10,0,,
Dyer Drug Store fed,Federal Allocation,,Mckinney Street,Farmersville,Collin,133 Mckinney Street,75442,04/19/2021      ,22:55:16        ,0,291,0,259,0,291,259,,
Cooper Clinic,Other,E,12200 Preston Rd,Dallas,Dallas,12200 Preston Rd,75230,04/20/2021      ,13:54:15        ,0,40,0,0,0,40,0,,
Costco Wholesale 1322,Federal Allocation,,1901 Kelly Ln,Pflugerfille,Travis,1901 Kelly Ln,78660,04/20/2021      ,17:58:00        ,0,32,0,0,12,44,0,,
Costco Wholesale 1208,Federal Allocation,,26960 Nw Freeway,Cypress,Harris,26960 Nw Freeway,77433,04/20/2021      ,23:43:20        ,0,20,0,20,80,100,20,,
COSTCO PHARMACY 684,Federal Allocation,,Dallas Parkway,Plano,Collin,1701 Dallas Parkway,75093,04/20/2021      ,09:23:31        ,0,159,0,0,0,159,0,,
COSTCO PHARMACY 681,Federal Allocation,,,Austin,Travis,10401 Research Blvd,78759,04/20/2021      ,09:09:30        ,0,0,0,0,160,160,0,,
COSTCO PHARMACY 1228,Federal Allocation,,21802 Townsen Blvd W,Humble,Harris,21802 Townsen Blvd W,77338,04/20/2021      ,17:03:48        ,0,0,0,0,80,80,0,,
COSTCO PHARMACY 1221,Federal Allocation,,,Pearland,,3500 Business Center Drive,77584,04/20/2021      ,09:53:56        ,0,73,0,0,190,263,0,(281) 707-7011,
COSTCO PHARMACY 1167,Federal Allocation,,,Katy,,23645 katy freeway,77494,04/20/2021      ,09:12:09        ,0,180,0,0,160,340,0,(281) 347-9910,
College Park Pharmacy,Federal Allocation,,3115 College Park Drive Suite 103a,Conroe,Montgomery,3115 College Park Drive Suite 103a,,04/20/2021      ,10:10:13        ,0,0,0,0,220,220,0,,
CLEBURNE DRUG,Federal Allocation,,,Cleburne ,Johnson,310 N RIDGEWAY DR,76033,04/10/2021      ,14:11:53        ,0,0,0,0,205,205,0,,
Cedra Pharmacy,Federal Allocation,,,Houston,,1607 South Post Oak Lane,77056,04/20/2021      ,08:46:16        ,0,100,0,0,0,100,0,,
Apteek Pharmacy,Federal Allocation,,2900 Weslayan St Ste B,Houston,,2900 Weslayan St Ste B,77027,04/20/2021      ,09:46:44        ,0,53,0,0,115,168,0,,
Apple Pharmacy #7,Federal Allocation,,,Brownsville,,95 E Price Rd Bldg F,78521,04/19/2021      ,09:24:07        ,0,0,0,0,155,155,0,,
Amarillo Diagnostic Clinic Rx,Federal Allocation,,6700 SW 9th Ave,Amarillo,Potter,"6700 SW 9th Ave, Amarillo, TX, USA",79106,04/20/2021      ,10:37:58        ,0,265,0,265,0,265,265,,
Lowe's Marketplace Pharmacy,Federal Allocation,,1201 S STOCKTON AVE,Monahans,,"1201 S STOCKTON AVE, Monahans, TX 79756",79756,04/20/2021      ,17:51:13        ,0,41,0,41,50,91,41,,
Albertsons Pharmacy 4187,Federal Allocation,,1500 S Beltline Rd,Mesquite,Dallas,"1500 South Beltline Road, Mesquite, TX, USA",75149,04/20/2021      ,19:08:14        ,0,0,0,0,100,100,0,(972) 285-1352,
"Agp Pharmacy, Llc Dba Hometown Phar",Federal Allocation,,,Plainview,Hale ,3200 Olton Road Ste B,79072,04/20/2021      ,09:56:42        ,0,0,0,0,155,155,0,806-296-9000,
AGP Pharmacy LLC dba Hometown Pharmacy,Federal Allocation,,,Post,Garza,132 W Main Street,79356,04/16/2021      ,13:07:19        ,0,0,0,0,195,195,0,,
Advant-Edge Pharmacy,Federal Allocation,,,El Paso,El Paso,1576 Lomaland Drive,79935,04/20/2021      ,11:02:31        ,0,10,0,0,0,10,0,,
A-class Pharmacy Llc,Federal Allocation,,,Mcallen,hildalgo,3600 N 23rd St Suite #102,78501,04/20/2021      ,01:54:25        ,100,0,618,0,0,100,618,,
Walgreens Pharmacy 07413,Pharmacy,,,,,"19302 KUYKENDAHL RD Spring, TX 77379",,04/20/2021      ,18:35:36        ,6,0,0,0,165,171,0,(281) 353-8621,https://www.walgreens.com/locator/walgreens-19302+kuykendahl+rd-spring-tx-77379/id=7413
Palacios Medical Clinic,Community Clinic,,307 Green Ave,Palacios,Matagorda,307 Green Ave,77465,04/20/2021      ,08:17:20        ,0,280,0,0,0,280,0,(361) 972-2000,http://www.palacioshospital.net/service/primary-care-clinic/
Walgreens Pharmacy 16061,Pharmacy,,,,,14021 STUEBNER AIRLINE RD Houston 77069,,04/19/2021      ,13:46:05        ,1524,0,0,0,60,1584,0,281-440-1604,https://www.walgreens.com/locator/walgreens-14021+stuebner+airline+rd-houston-tx-77069/id=16061
Walgreens Pharmacy 12907,Pharmacy,,,,,"1600 PRESTON RD Plano, TX 75093",,04/20/2021      ,08:37:23        ,696,51,258,0,55,802,258,(972) 769-9171,https://www.walgreens.com/locator/walgreens-1600+preston+rd-plano-tx-75093/id=12907
Walgreens Pharmacy 11233,Pharmacy,,,,,"602 AVENUE Q Lubbock, TX 79401",,04/20/2021      ,09:59:50        ,0,0,4536,0,100,100,4536,(806) 747-3834,https://www.walgreens.com/locator/walgreens-602+avenue+q-lubbock-tx-79401/id=11233
Walgreens Pharmacy 09679,Pharmacy,,,,,"12601 TECH RIDGE BLVD Austin, TX 78753",,04/20/2021      ,14:11:03        ,0,0,0,0,100,100,0,(512) 491-6051,https://www.walgreens.com/locator/walgreens-12601+tech+ridge+blvd-austin-tx-78753/id=9679
Walgreens Pharmacy 09165,Pharmacy,,,,,"1832 FM 646 RD W Dickinson, TX 7753",,04/20/2021      ,19:24:02        ,40,0,0,0,35,75,0,(281) 614-5785,https://www.walgreens.com/locator/walgreens-1832+fm+646+rd+w-dickinson-tx-77539/id=9165
Walgreens Pharmacy 09121,Pharmacy,,,Allen,,500 E STACY RD ,75002,04/20/2021      ,15:39:02        ,0,70,0,0,70,140,0,,
Walgreens Pharmacy 07542,Pharmacy,,,,,"1700 S LOOP 288 Denton, TX 76205",,04/20/2021      ,08:52:13        ,0,540,0,0,305,845,0,(940) 220-0574,https://www.walgreens.com/locator/walgreens-1700+s+loop+288-denton-tx-76205/id=7542
Walgreens Pharmacy 06822,Pharmacy,,,,,"2322 TEXAS AVE S College Station, TX 77840",,04/14/2021      ,17:33:05        ,378,0,0,0,100,478,0,(979) 696-5908,https://www.walgreens.com/locator/walgreens-2322+texas+ave+s-college+station-tx-77840/id=6822
Walgreens Pharmacy 06606,Pharmacy,,,,,"390 EDGEBROOK DR Houston, TX 77034",,04/19/2021      ,22:09:04        ,615,35,616,36,325,975,652,(713) 943-1810,https://www.walgreens.com/locator/walgreens-390+edgebrook+dr-houston-tx-77034/id=6606
Walgreens Pharmacy 06566,Pharmacy,,,,,"1088 W MAIN ST League City, TX 77573",,04/20/2021      ,18:46:38        ,1189,0,180,0,150,1339,180,(281) 332-3445,https://www.walgreens.com/locator/walgreens-1088+w+main+st-league+city-tx-77573/id=6566
United Pharmacy 674,Pharmacy,,4706 N Midkiff Road,Midland,Midland,4706 N Midkiff Road,79705,04/20/2021      ,20:37:23        ,24,0,180,0,340,364,180,(432) 699-7578,https://local.pharmacy.marketstreetunited.com/tx/midland/4706-n-midkiff-rd.html
Walgreens Pharmacy 06120,Pharmacy,,,,,"9937 GARLAND RD Dallas, TX 75218",,04/15/2021      ,18:21:54        ,18,0,0,0,0,18,0,(214) 328-4971,https://www.walgreens.com/locator/walgreens-9937+garland+rd-dallas-tx-75218/id=6120
Clinicas Mi Doctor 19 Bissonnet,Medical Practice,,5835 Bissonnet St,Bellaire,Harris,5835 Bissonnet St,77401,04/19/2021      ,18:06:03        ,0,0,0,0,95,95,0,(713) 715-4440,http://www.clinicasmidoctor.com/
Richards Pharmacy - Donna,Federal Allocation,,605 N Main St,Donna,Hidalgo,605 North Main Street Suite E,78537,04/20/2021      ,10:35:43        ,0,100,0,0,0,100,0,(956) 464-4131,
Bowen Pharmacy,Other,,2417 W Pleasant Ridge Rd,Arlington,Tarrant,"2417 W Pleasant Ridge Rd, Arlington, TX 76015",76015,04/20/2021      ,13:14:06        ,0,297,0,73,0,297,73,+18179184900,http://www.bowenpharmacytx.com/
LILLIAN M. HUDSPETH MEMORIAL HOSPITAL ,Hospital,K,308 Hudspeth St,Sonora,Sutton,"308 Hudspeth St, Sonora, TX, 76950",76950,04/20/2021      ,15:04:19        ,0,0,0,100,0,0,100,(325) 387-2521,http://www.sonora-hospital.org/
Walgreens Pharmacy 04578,Pharmacy,,,Flower Mound,,1101 CROSS TIMBERS RD,75028,04/16/2021      ,15:59:29        ,0,100,0,0,0,100,0,(972) 355-5149,https://www.walgreens.com/locator/walgreens-1101+cross+timbers+rd-flower+mound-tx-75028/id=4578
Walgreens Pharmacy 04458,Pharmacy,,,Austin,,3601 W WILLIAM CANNON DR,78749,04/16/2021      ,20:26:02        ,2531,0,0,0,0,2531,0,(512) 892-0930,https://www.walgreens.com/locator/walgreens-3601+w+william+cannon+dr-austin-tx-78749/id=4458
Cody Drug,Federal Allocation,,1505 S Broadway St,Sulphur Springs,Hopkins,1505 S BROADWAY ST SULPHUR SPRINGS 75482,75482,04/20/2021      ,06:59:09        ,0,280,0,0,140,420,0,,
Walgreens Pharmacy 04267,Pharmacy,,1902 N Jupiter Rd,Garland,Dallas,"1902 North Jupiter Road, Garland, TX, USA",4744,04/20/2021      ,21:03:32        ,0,230,0,230,215,445,230,(972) 487-6450,https://www.walgreens.com/findcare/vaccination/covid-19
Walgreens Pharmacy 04054,Pharmacy,,,Irving,,1050 W SHADY GROVE RD,75060,04/12/2021      ,14:09:35        ,0,0,0,0,100,100,0,(972) 254-0305,https://www.walgreens.com/locator/walgreens-1050+w+shady+grove+rd-irving-tx-75060/id=4054
Walgreens Pharmacy 03734,Pharmacy,,,San Antonio,,8202 CULEBRA RD,78251,04/20/2021      ,20:49:33        ,702,0,0,0,65,767,0,(210) 543-8419,https://www.walgreens.com/locator/walgreens-8202+culebra+rd-san+antonio-tx-78251/id=3734
Walgreens Pharmacy 03328,Pharmacy,,,Houston,,12850 MEMORIAL DR,77024,04/20/2021      ,13:46:40        ,54,0,0,0,0,54,0,(713) 722-7247,https://www.walgreens.com/locator/walgreens-12850+memorial+dr-houston-tx-77024/id=3328
Walgreens Pharmacy 01293,Pharmacy,,Wedgewood Dr,El Paso,El Paso,1210 ,79925,04/20/2021      ,10:07:54        ,2098,0,0,0,921,3019,0,915-591-9496,
Randalls Pharmacy 2480,Pharmacy,,6600 MoPac Expressway,Austin,Travis,"6600 MoPac Expressway, Austin, TX, USA",78749,04/20/2021      ,19:07:48        ,0,0,0,0,315,315,0,(512)891-4360,
C-Trilogy Comprehensive Clinical Care,Other,,618 N High St Suite 4,Longview,Gregg,618 N High St Suite 4,75601,04/20/2021      ,15:09:09        ,0,829,0,0,0,829,0,,
Randalls Pharmacy 2477,Pharmacy,,3300 Bee Caves Rd,West Lake Hills,Travis,"3300 Bee Cave Rd, West Lake Hills, TX, USA",78746,04/20/2021      ,18:24:52        ,0,330,0,0,540,870,0,(512)329-7408,
Tom Thumb Pharmacy 2526,Pharmacy,,39 Arapaho Village Sc,Richardson,Dallas,39 Arapaho Village Sc,75080,04/20/2021      ,19:42:14        ,0,0,0,0,42,42,0,(972) 235-3917,https://local.tomthumb.com/tx/richardson/819-arapaho-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
Albertsons Pharmacy 4223,Pharmacy,,9300 Clifford St,Fort Worth,Tarrant,"9300 Clifford Street, Fort Worth, TX, USA",76108,04/20/2021      ,19:02:51        ,54,0,0,0,190,244,0,(817) 246-4909,
Albertsons Pharmacy 4150,Pharmacy,,6308 Lake Worth Blvd,Lake Worth ,Tarrant,"6308 Lake Worth Blvd, Lake Worth, TX, USA",76135,04/20/2021      ,20:20:31        ,72,0,0,0,155,227,0,(817) 237-8128,
Dawson County Hosp District/ Medical Arts Hosp - Lamesa,Pharmacy,B,2200 North Bryan Avenue,Lamesa,Dawson,2200 North Bryan Avenue,79331,04/20/2021      ,10:34:23        ,0,440,0,50,300,740,50,(806) 872-2183,http://medicalartshospital.org/foundation/
Clinicas Mi Doctor 24 Airline,Medical Practice,,5402 Airline Dr,Houston,Harris,5402 Airline Dr,77076,04/19/2021      ,11:14:07        ,0,0,0,0,100,100,0,(888) 776-5252,http://www.clinicasmidoctor.com/
Infinity Pharmacy Solutions llc,Federal Allocation,,3313 Essex Dr ,Richardson,Collin,3313 Essex Dr #200,75082,04/20/2021      ,08:22:32        ,0,0,0,0,75,75,0,,
Fry's Prescription Pharmacy,Other,,311 N Sam Houston Blvd,San Benito,,"311 N Sam Houston Blvd San Benito, TX 78586",78586,04/19/2021      ,17:49:58        ,0,80,0,0,160,240,0,,
United Pharmacy 525,Pharmacy,,2802 Hwy 83 South,Perryton,Ochiltree,2802 Hwy 83 South,79070,04/20/2021      ,10:09:31        ,0,200,0,0,0,200,0,(806) 435-7160,https://local.pharmacy.unitedsupermarkets.com/tx/perryton/2806-s-main-st.html
Texas Scripts Pharmacy,Other,,720 E Dove Ave,Mcallen,Hidalgo,720 E Dove Ave,78504,04/20/2021      ,08:14:55        ,0,100,0,0,290,390,0,,
United Pharmacy 529,Pharmacy,,5807 Sw 45th Ave Ste 100,Amarillo,Randall,5807 Sw 45th Ave Ste 100,79109,04/20/2021      ,07:31:04        ,5,0,0,0,480,485,0,(806) 353-7201,https://local.pharmacy.unitedsupermarkets.com/tx/amarillo/5807-sw-45th-ave.html
United Pharmacy 672,Pharmacy,,1002 Andrews Hwy,Midland,Midland,"1002 Andrews Highway, Midland, TX, USA",79701,04/19/2021      ,15:37:36        ,48,0,120,0,188,236,120,,
United Pharmacy 551,Pharmacy,,8010 Frankford Ave,Lubbock,Lubbock,8010 Frankford Ave,79424,04/20/2021      ,10:03:24        ,0,0,0,0,340,340,0,(806) 783-0241,
Albertsons Pharmacy 4102,Pharmacy,,1201 N Saginaw Blvd,Saginaw,Tarrant,"1201 North Saginaw Boulevard, Saginaw, TX, USA",76179,04/20/2021      ,20:13:08        ,0,100,6,0,185,285,6,(817) 232-3877,
United pharmacy 528,Pharmacy,,1420 N Hobart St,Pampa,Gray,"1420 North Hobart Street, Pampa, TX, USA",79065,04/20/2021      ,08:26:13        ,0,0,0,0,235,235,0,,
Albertsons Pharmacy 4231,Pharmacy,,215 N Carrier Parkway,Grand Prairie,Dallas,"215 North Carrier Parkway, Grand Prairie, TX, USA",75050,04/20/2021      ,20:16:33        ,0,0,0,0,165,165,0,(972) 642-8888,
United Pharmacy 550,Pharmacy,,104 W 9th St,Muleshoe,Bailey,104 W 9th St,79347,04/20/2021      ,15:15:33        ,0,0,0,0,260,260,0,,
Tom Thumb Pharmacy 2990,Pharmacy,,7117 Inwood Rd,Dallas,Dallas,7117 Inwood Rd,75209,04/20/2021      ,17:41:49        ,0,0,0,0,200,200,0,(214)350-3583,https://local.tomthumb.com/tx/dallas/7117-inwood-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
Amigos Pharmacy 503,Pharmacy,,112 North University Avenue,Lubbock,Lubbock,112 North University Avenue,79415,04/20/2021      ,10:29:57        ,42,0,0,0,380,422,0,(806) 763-5908,https://local.pharmacy.amigosunited.com/tx/lubbock/112-n-university-ave.html
Tom Thumb Pharmacy 1540,Pharmacy,,3757 Forest Ln,Dallas,Dallas,3757 Forest Ln,75244,04/20/2021      ,21:43:40        ,0,0,0,0,145,145,0,(972) 241-7442,https://local.pharmacy.tomthumb.com/tx/dallas/3757-forest-ln.html
Albertsons Pharmacy 4234,Pharmacy,,3001 South Central Expressway,Mckinney,Collin,"3001 South Central Expressway, McKinney, TX, USA",75070,04/20/2021      ,19:38:31        ,48,0,0,0,180,228,0,(972) 548-1088,
Amigos Pharmacy 524,Pharmacy,,3300 I40 East,Amarillo,Potter,3300 I40 East,79103,04/17/2021      ,10:09:44        ,30,0,0,0,400,430,0,(806) 373-8722,https://local.pharmacy.amigosunited.com/tx/amarillo/3300-i-40-e.html
United pharmacy 663,Pharmacy,,2783 S Cedar St,Pecos,Reeves,"2783 South Cedar Street, Pecos, TX, USA",79772,04/20/2021      ,09:22:07        ,0,80,0,80,230,310,80,,
United Pharmacy 536,Pharmacy,,1401 Tahoka Rd,Brownfield,Terry,1401 Tahoka Rd,79316,04/20/2021      ,15:02:39        ,0,0,0,0,300,300,0,(806) 637-7597,https://local.pharmacy.unitedsupermarkets.com/tx/brownfield/1401-tahoka-rd.html
United Pharmacy 522,Pharmacy,,4701 S Washington St,Amarillo,Randall,4701 S Washington St,79110,04/20/2021      ,13:53:20        ,0,0,0,0,280,280,0,,
Walgreens Pharmacy 07645,Pharmacy,,3030 Main St,Frisco,Denton,3030 Main St,75033,04/19/2021      ,21:16:11        ,0,0,0,0,100,100,0,(214) 387-8743,https://Walgreens.com/covid19vac
Albertsons Pharmacy 4133,Pharmacy,,427 E Fm 1382,Cedar Hill,Dallas,427 E Fm 1382,75104,04/20/2021      ,17:45:35        ,108,0,0,0,0,108,0,(972) 291-0241,https://local.pharmacy.albertsons.com/tx/cedar-hill/427-e-fm-1382.html
Randalls Pharmacy 2671,Pharmacy,,525 S Fry Rd,Katy,Harris,525 S Fry Rd,77450,04/20/2021      ,20:06:45        ,0,0,0,0,55,55,0,(281) 579-1270,https://local.pharmacy.randalls.com/tx/katy/525-s-fry-rd.html
Albertsons Pharmacy 4151,Pharmacy,,4400 Western Center Blvd,Fort Worth,Tarrant,"4400 Western Center Boulevard, Fort Worth, TX, USA",76137,04/19/2021      ,17:09:18        ,0,0,0,0,190,190,0,(817) 232-1023,
Market Street Pharmacy 553,Pharmacy,,4425 19th St,Lubbock,Lubbock,4425 19th St,79407,04/21/2021      ,07:20:00        ,0,0,0,0,390,390,0,(806) 788-2015,https://local.pharmacy.marketstreetunited.com/tx/lubbock/4425-19th-st.html
Tom Thumb Pharmacy 1783,Pharmacy,,2645 Arapaho,Garland,Dallas,2645 Arapaho,75044,04/20/2021      ,19:50:47        ,0,0,0,0,170,170,0,(972) 495-9815,https://local.pharmacy.tomthumb.com/tx/garland/2645-arapaho-rd.html
Randalls Pharmacy 2670,Pharmacy,,1890 Fm 359 Rd,Richmond,Fort Bend,1890 Fm 359 Rd,77406,04/20/2021      ,17:52:38        ,0,0,66,0,585,585,66,(281) 238-9790,https://local.pharmacy.randalls.com/tx/richmond/1890-fm-359-rd.html
Tom Thumb Pharmacy 2642,Pharmacy,,5809 E Lovers Ln,Dallas,Dallas,5809 E Lovers Ln,75206,04/20/2021      ,20:00:46        ,0,0,0,0,150,150,0,(214) 750-3210,https://local.pharmacy.tomthumb.com/tx/dallas/5809-e-lovers-ln.html
Tom Thumb Pharmacy 3582,Pharmacy,,18212 Preston Rd,Dallas,Collin,18212 Preston Rd,75252,04/19/2021      ,20:07:56        ,6,0,0,0,100,106,0,(972) 985-2250,https://local.pharmacy.tomthumb.com/tx/dallas/18212-preston-rd.html
Tom Thumb Pharmacy 1972,Pharmacy,,980 Highway 287 N,Mansfield,Tarrant,980 Highway 287 N,76063,04/20/2021      ,17:46:07        ,0,0,0,110,400,400,110,(817) 453-0838,https://local.pharmacy.tomthumb.com/tx/mansfield/980-hwy-n-287.html
Randalls Pharmacy 1896,Pharmacy,,1400 Cypress Crk Rd,Cedar Park,Williamson,1400 Cypress Crk Rd,78613,04/20/2021      ,18:02:26        ,0,0,0,0,2030,2030,0,(512) 506-9112,https://local.pharmacy.randalls.com/tx/cedar-park/1400-cypress-creek-rd.html
Walgreens Pharmacy 21228,Pharmacy,,,,,"2500 W PARMER LN Austin, TX 78727",,04/20/2021      ,14:00:32        ,0,0,0,0,20,20,0,(737) 346-3067,https://www.walgreens.com/locator/walgreens-2500+w+parmer+ln-austin-tx-78727/id=21228
Addis Pharmacy ,Pharmacy,,3305 S Mayhill Rd ste 101 ,Denton,Denton,3305 South Mayhill Road ste 101 ,76208,04/20/2021      ,15:13:33        ,0,290,0,0,0,290,0,,
Tom Thumb Pharmacy 2578,Pharmacy,,2535 Ne Parkway,Garland,Dallas,2535 Ne Parkway,75040,04/19/2021      ,18:19:41        ,6,0,0,0,75,81,0,(972) 675-1742,https://local.pharmacy.tomthumb.com/tx/garland/2535-firewheel-pkwy.html
United pharmacy 537,Pharmacy,,2703 82nd St,Lubbock,Lubbock,"2703 82nd Street, Unit A",79423,04/20/2021      ,16:44:32        ,0,39,0,0,130,169,0,(806) 745-3907,
Tom Thumb Pharmacy 2534,Pharmacy,,6333 East Mockingbird Lane,Dallas,Dallas,6333 East Mockingbird Lane,75214,04/20/2021      ,17:44:27        ,0,0,0,0,245,245,0,(214) 823-9916,https://local.pharmacy.tomthumb.com/tx/dallas/6333-e-mockingbird-ln.html
Tom Thumb Pharmacy 1789,Pharmacy,,101 Trophy Lake Dr,Roanoke,Denton,101 Trophy Lake Dr,76262,04/19/2021      ,17:23:32        ,36,0,0,0,170,206,0,(817) 490-6968,https://local.pharmacy.tomthumb.com/tx/trophy-club/101-trophy-lake-dr.html
Randalls Pharmacy 1061,Pharmacy,,3131 W Holcombe Blvd,Houston,Harris,3131 W Holcombe Blvd,77025,04/20/2021      ,17:40:54        ,0,0,0,0,285,285,0,(713) 349-2160,https://local.pharmacy.randalls.com/tx/houston/3131-w-holcombe-blvd.html
Tom Thumb Pharmacy 2595,Pharmacy,,3945 Legacy Drive,Plano,Collin,3945 Legacy Drive,75023,04/20/2021      ,20:21:36        ,0,0,0,0,2280,2280,0,(972) 491-2210,https://local.pharmacy.tomthumb.com/tx/plano/3945-legacy-dr.html
Albertsons Pharmacy 4277,Pharmacy,,3525 Sycamore School Rd,Fort Worth,Tarrant,"3525 Sycamore School Road, Fort Worth, TX, USA",76133,04/19/2021      ,18:24:16        ,54,0,0,0,0,54,0,,
Tom Thumb Pharmacy 3650,Pharmacy,,14999 Preston Rd,Dallas,Dallas,"14999 Preston Road, Dallas, TX, USA",75230,04/20/2021      ,21:23:50        ,12,0,0,0,175,187,0,(972)661-0492,
Walgreens Pharmacy 15513,Pharmacy,,,Beaumont,,3080 College St, 77701,04/19/2021      ,13:35:22        ,0,0,0,0,100,100,0,,
PAMPA REGIONAL MEDICAL CENTER,Pharmacy,A,One Medical Plaza,Pampa,Gray,One Medical Plaza,79065,04/20/2021      ,22:32:09        ,0,0,0,200,100,100,200,(806) 665-3721,https://www.prmctx.com/
Albertsons Pharmacy 0269,Pharmacy,,2150 N Josey Ln,Carrollton,Dallas,"2150 North Josey Lane, Carrollton, TX, USA",75006,04/20/2021      ,19:57:42        ,0,0,0,0,10,10,0,,
Tom Thumb Pharmacy 1786,Pharmacy,,4215 S Carrier Pkwy,Grand Prairie,Dallas,4215 S Carrier Pkwy,75052,04/20/2021      ,20:58:09        ,0,78,0,0,290,368,0,(972) 266-7056,https://local.pharmacy.tomthumb.com/tx/grand-prairie/4215-s-carrier-pkwy.html
Albertsons Pharmacy 4191,Pharmacy,,4351 Farm to Market Road 2181,Corinth,Denton,"4351 Farm to Market Road 2181, Corinth, TX, USA",76210,04/20/2021      ,19:55:41        ,0,0,0,0,200,200,0,(940) 321-4361,
Randalls Pharmacy 1041,Pharmacy,,4800 W Bellfort St,Houston,Harris,4800 W Bellfort St,77035,04/19/2021      ,18:33:25        ,0,0,43,0,0,0,43,(713)721-0052,https://local.randalls.com/tx/houston/4800-w-bellfort.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
United Pharmacy 527,Pharmacy,,1501 E Amarillo Blvd,Amarillo,Potter,1501 E Amarillo Blvd,79107,04/19/2021      ,09:55:33        ,42,0,0,0,300,342,0,,
Trinity Clinic - Lake Palestine,Medical Practice,,20208 TX-155,Flint,Smith,"20208 Texas 155, Flint, TX, USA",75762,04/20/2021      ,19:56:05        ,0,0,0,50,0,0,50,,
United Pharmacy 676,Pharmacy,,2751 N County Rd W,Odessa,Ector,2751 N County Rd W,79764,04/20/2021      ,20:55:51        ,162,0,0,0,360,522,0,,
Tom Thumb Pharmacy 3645,Pharmacy,,2200 14th St,Plano,Collin,2200 14th St,75074,04/20/2021      ,20:39:53        ,96,0,0,0,20,116,0,(972) 423-4107,https://local.pharmacy.tomthumb.com/tx/plano/2200-e-14th-st.html
Market Street Pharmacy 675,Pharmacy,,4950 E 42nd St,Odessa,Ector,4950 E 42nd St,79762,04/20/2021      ,23:25:32        ,6,0,72,0,190,196,72,(432) 367-4612,https://local.pharmacy.marketstreetunited.com/tx/odessa/4950-e-42nd-st.html
Tom Thumb Pharmacy 1780,Pharmacy,,1000 Keller Parkway,Keller,Tarrant,1000 Keller Parkway,76248,04/20/2021      ,20:29:34        ,0,0,0,460,200,200,460,(817) 337-8040,https://local.pharmacy.tomthumb.com/tx/keller/1000-keller-pkwy.html
Randalls Pharmacy 1012,Pharmacy,,5219 Fm 1960 Rd W,Houston,Harris,5219 Fm 1960 Rd W,77069,04/20/2021      ,20:36:39        ,96,0,0,0,255,351,0,(281) 440-9886,https://local.pharmacy.randalls.com/tx/houston/5219-fm-1960-w.html
United Pharmacy 533,Pharmacy,,3400 River Rd,Amarillo,Potter,3400 River Rd,79107,04/16/2021      ,16:59:34        ,12,0,0,0,230,242,0,(806) 383-3345,https://local.pharmacy.unitedsupermarkets.com/tx/amarillo/3400-river-rd.html
Randalls Pharmacy 1773,Pharmacy,,2225 Louisiana St,Houston,Harris,2225 Louisiana St,77002,04/20/2021      ,18:10:20        ,16,0,15,0,180,196,15,(713) 331-1053,https://local.pharmacy.randalls.com/tx/houston/2225-louisiana-st.html
Tom Thumb Pharmacy 3658,Pharmacy,,2755 N Collins St,Arlington,Tarrant,2755 N Collins St,76006,04/20/2021      ,19:58:39        ,0,0,0,0,150,150,0,(817) 276-5370,https://local.pharmacy.tomthumb.com/tx/arlington/2755-n-collins-st.html
Tom Thumb Pharmacy 3625,Pharmacy,,302 S Park Blvd,Grapevine,Tarrant,302 S Park Blvd,76051,04/20/2021      ,19:53:44        ,0,0,0,0,245,245,0,(817) 481-2598,https://local.pharmacy.tomthumb.com/tx/grapevine/302-s-park-blvd.html
