"Date","County","Cases_Daily"
2020-03-22,"Maverick",0
2020-03-23,"Maverick",0
2020-03-24,"Maverick",0
2020-03-25,"Maverick",1
2020-03-26,"Maverick",0
2020-03-27,"Maverick",0
2020-03-28,"Maverick",0
2020-03-29,"Maverick",0
2020-03-30,"Maverick",0
2020-03-31,"Maverick",0
2020-04-01,"Maverick",0
2020-04-02,"Maverick",2
2020-04-03,"Maverick",1
2020-04-04,"Maverick",0
2020-04-05,"Maverick",0
2020-04-06,"Maverick",1
2020-04-07,"Maverick",0
2020-04-08,"Maverick",2
2020-04-09,"Maverick",0
2020-04-10,"Maverick",1
2020-04-11,"Maverick",1
2020-04-12,"Maverick",0
2020-04-13,"Maverick",0
2020-04-14,"Maverick",1
2020-04-15,"Maverick",0
2020-04-16,"Maverick",0
2020-04-17,"Maverick",2
2020-04-18,"Maverick",0
2020-04-19,"Maverick",0
2020-04-20,"Maverick",0
2020-04-21,"Maverick",3
2020-04-22,"Maverick",0
2020-04-23,"Maverick",0
2020-04-24,"Maverick",0
2020-04-25,"Maverick",2
2020-04-26,"Maverick",0
2020-04-27,"Maverick",0
2020-04-28,"Maverick",0
2020-04-29,"Maverick",0
2020-04-30,"Maverick",0
2020-05-01,"Maverick",8
2020-05-02,"Maverick",0
2020-05-03,"Maverick",0
2020-05-04,"Maverick",0
2020-05-05,"Maverick",2
2020-05-06,"Maverick",0
2020-05-07,"Maverick",0
2020-05-08,"Maverick",0
2020-05-09,"Maverick",0
2020-05-10,"Maverick",0
2020-05-11,"Maverick",0
2020-05-12,"Maverick",15
2020-05-13,"Maverick",0
2020-05-14,"Maverick",11
2020-05-15,"Maverick",5
2020-05-16,"Maverick",0
2020-05-17,"Maverick",17
2020-05-18,"Maverick",0
2020-05-19,"Maverick",15
2020-05-20,"Maverick",4
2020-05-21,"Maverick",1
2020-05-22,"Maverick",0
2020-05-23,"Maverick",3
2020-05-24,"Maverick",0
2020-05-25,"Maverick",0
2020-05-26,"Maverick",0
2020-05-27,"Maverick",0
2020-05-28,"Maverick",0
2020-05-29,"Maverick",12
2020-05-30,"Maverick",7
2020-05-31,"Maverick",0
2020-06-01,"Maverick",0
2020-06-02,"Maverick",4
2020-06-03,"Maverick",0
2020-06-04,"Maverick",9
2020-06-05,"Maverick",0
2020-06-06,"Maverick",4
2020-06-07,"Maverick",0
2020-06-08,"Maverick",0
2020-06-09,"Maverick",0
2020-06-10,"Maverick",9
2020-06-11,"Maverick",7
2020-06-12,"Maverick",0
2020-06-13,"Maverick",11
2020-06-14,"Maverick",0
2020-06-15,"Maverick",0
2020-06-16,"Maverick",0
2020-06-17,"Maverick",39
2020-06-18,"Maverick",1
2020-06-19,"Maverick",6
2020-06-20,"Maverick",8
2020-06-21,"Maverick",0
2020-06-22,"Maverick",0
2020-06-23,"Maverick",0
2020-06-24,"Maverick",36
2020-06-25,"Maverick",32
2020-06-26,"Maverick",8
2020-06-27,"Maverick",21
2020-06-28,"Maverick",0
2020-06-29,"Maverick",0
2020-06-30,"Maverick",0
2020-07-01,"Maverick",123
2020-07-02,"Maverick",0
2020-07-03,"Maverick",21
2020-07-04,"Maverick",64
2020-07-05,"Maverick",0
2020-07-06,"Maverick",0
2020-07-07,"Maverick",31
2020-07-08,"Maverick",0
2020-07-09,"Maverick",127
2020-07-10,"Maverick",43
2020-07-11,"Maverick",56
2020-07-12,"Maverick",0
2020-07-13,"Maverick",0
2020-07-14,"Maverick",0
2020-07-15,"Maverick",98
2020-07-16,"Maverick",18
2020-07-17,"Maverick",47
2020-07-18,"Maverick",122
2020-07-19,"Maverick",108
2020-07-20,"Maverick",0
2020-07-21,"Maverick",0
2020-07-22,"Maverick",114
2020-07-23,"Maverick",0
2020-07-24,"Maverick",107
2020-07-25,"Maverick",0
2020-07-26,"Maverick",0
2020-07-27,"Maverick",0
2020-07-28,"Maverick",0
2020-07-29,"Maverick",0
2020-07-30,"Maverick",340
2020-07-31,"Maverick",72
2020-08-01,"Maverick",50
2020-08-02,"Maverick",0
2020-08-03,"Maverick",0
2020-08-04,"Maverick",0
2020-08-05,"Maverick",0
2020-08-06,"Maverick",358
2020-08-07,"Maverick",111
2020-08-08,"Maverick",0
2020-08-09,"Maverick",0
2020-08-10,"Maverick",0
2020-08-11,"Maverick",0
2020-08-12,"Maverick",0
2020-08-13,"Maverick",248
2020-08-14,"Maverick",27
2020-08-15,"Maverick",0
2020-08-16,"Maverick",0
2020-08-17,"Maverick",0
2020-08-18,"Maverick",0
2020-08-19,"Maverick",0
2020-08-20,"Maverick",0
2020-08-21,"Maverick",0
2020-08-22,"Maverick",521
2020-08-23,"Maverick",0
2020-08-24,"Maverick",0
2020-08-25,"Maverick",51
2020-08-26,"Maverick",60
2020-08-27,"Maverick",20
2020-08-28,"Maverick",10
2020-08-29,"Maverick",0
2020-08-30,"Maverick",0
2020-08-31,"Maverick",0
2020-03-04,"McCulloch",0
2020-03-05,"McCulloch",0
2020-03-06,"McCulloch",0
2020-03-07,"McCulloch",0
2020-03-08,"McCulloch",0
2020-03-09,"McCulloch",0
2020-03-10,"McCulloch",0
2020-03-11,"McCulloch",0
2020-03-12,"McCulloch",0
2020-03-13,"McCulloch",0
2020-03-14,"McCulloch",0
2020-03-15,"McCulloch",0
2020-03-16,"McCulloch",0
2020-03-17,"McCulloch",0
2020-03-18,"McCulloch",0
2020-03-19,"McCulloch",0
2020-03-20,"McCulloch",0
2020-03-21,"McCulloch",0
2020-03-22,"McCulloch",0
2020-03-23,"McCulloch",0
2020-03-24,"McCulloch",0
2020-03-25,"McCulloch",0
2020-03-26,"McCulloch",0
2020-03-27,"McCulloch",0
2020-03-28,"McCulloch",0
2020-03-29,"McCulloch",0
2020-03-30,"McCulloch",0
2020-03-31,"McCulloch",0
2020-04-01,"McCulloch",0
2020-04-02,"McCulloch",0
2020-04-03,"McCulloch",0
2020-04-04,"McCulloch",0
2020-04-05,"McCulloch",0
2020-04-06,"McCulloch",0
2020-04-07,"McCulloch",0
2020-04-08,"McCulloch",0
2020-04-09,"McCulloch",1
2020-04-10,"McCulloch",1
2020-04-11,"McCulloch",1
2020-04-12,"McCulloch",0
2020-04-13,"McCulloch",0
2020-04-14,"McCulloch",0
2020-04-15,"McCulloch",0
2020-04-16,"McCulloch",0
2020-04-17,"McCulloch",0
2020-04-18,"McCulloch",0
2020-04-19,"McCulloch",0
2020-04-20,"McCulloch",0
2020-04-21,"McCulloch",0
2020-04-22,"McCulloch",0
2020-04-23,"McCulloch",0
2020-04-24,"McCulloch",0
2020-04-25,"McCulloch",0
2020-04-26,"McCulloch",0
2020-04-27,"McCulloch",0
2020-04-28,"McCulloch",0
2020-04-29,"McCulloch",0
2020-04-30,"McCulloch",0
2020-05-01,"McCulloch",0
2020-05-02,"McCulloch",0
2020-05-03,"McCulloch",0
2020-05-04,"McCulloch",0
2020-05-05,"McCulloch",0
2020-05-06,"McCulloch",0
2020-05-07,"McCulloch",0
2020-05-08,"McCulloch",0
2020-05-09,"McCulloch",0
2020-05-10,"McCulloch",0
2020-05-11,"McCulloch",0
2020-05-12,"McCulloch",0
2020-05-13,"McCulloch",0
2020-05-14,"McCulloch",0
2020-05-15,"McCulloch",0
2020-05-16,"McCulloch",0
2020-05-17,"McCulloch",0
2020-05-18,"McCulloch",0
2020-05-19,"McCulloch",0
2020-05-20,"McCulloch",0
2020-05-21,"McCulloch",0
2020-05-22,"McCulloch",0
2020-05-23,"McCulloch",0
2020-05-24,"McCulloch",0
2020-05-25,"McCulloch",0
2020-05-26,"McCulloch",0
2020-05-27,"McCulloch",0
2020-05-28,"McCulloch",0
2020-05-29,"McCulloch",0
2020-05-30,"McCulloch",0
2020-05-31,"McCulloch",0
2020-06-01,"McCulloch",0
2020-06-02,"McCulloch",0
2020-06-03,"McCulloch",0
2020-06-04,"McCulloch",0
2020-06-05,"McCulloch",0
2020-06-06,"McCulloch",0
2020-06-07,"McCulloch",0
2020-06-08,"McCulloch",0
2020-06-09,"McCulloch",0
2020-06-10,"McCulloch",0
2020-06-11,"McCulloch",0
2020-06-12,"McCulloch",0
2020-06-13,"McCulloch",0
2020-06-14,"McCulloch",0
2020-06-15,"McCulloch",0
2020-06-16,"McCulloch",1
2020-06-17,"McCulloch",0
2020-06-18,"McCulloch",0
2020-06-19,"McCulloch",0
2020-06-20,"McCulloch",1
2020-06-21,"McCulloch",0
2020-06-22,"McCulloch",0
2020-06-23,"McCulloch",1
2020-06-24,"McCulloch",1
2020-06-25,"McCulloch",0
2020-06-26,"McCulloch",1
2020-06-27,"McCulloch",3
2020-06-28,"McCulloch",0
2020-06-29,"McCulloch",0
2020-06-30,"McCulloch",1
2020-07-01,"McCulloch",1
2020-07-02,"McCulloch",4
2020-07-03,"McCulloch",0
2020-07-04,"McCulloch",3
2020-07-05,"McCulloch",0
2020-07-06,"McCulloch",0
2020-07-07,"McCulloch",1
2020-07-08,"McCulloch",1
2020-07-09,"McCulloch",1
2020-07-10,"McCulloch",0
2020-07-11,"McCulloch",0
2020-07-12,"McCulloch",0
2020-07-13,"McCulloch",0
2020-07-14,"McCulloch",2
2020-07-15,"McCulloch",0
2020-07-16,"McCulloch",4
2020-07-17,"McCulloch",1
2020-07-18,"McCulloch",0
2020-07-19,"McCulloch",0
2020-07-20,"McCulloch",0
2020-07-21,"McCulloch",0
2020-07-22,"McCulloch",1
2020-07-23,"McCulloch",2
2020-07-24,"McCulloch",1
2020-07-25,"McCulloch",1
2020-07-26,"McCulloch",0
2020-07-27,"McCulloch",0
2020-07-28,"McCulloch",0
2020-07-29,"McCulloch",0
2020-07-30,"McCulloch",1
2020-07-31,"McCulloch",3
2020-08-01,"McCulloch",3
2020-08-02,"McCulloch",0
2020-08-03,"McCulloch",0
2020-08-04,"McCulloch",2
2020-08-05,"McCulloch",2
2020-08-06,"McCulloch",0
2020-08-07,"McCulloch",1
2020-08-08,"McCulloch",2
2020-08-09,"McCulloch",0
2020-08-10,"McCulloch",0
2020-08-11,"McCulloch",3
2020-08-12,"McCulloch",2
2020-08-13,"McCulloch",1
2020-08-14,"McCulloch",1
2020-08-15,"McCulloch",0
2020-08-16,"McCulloch",2
2020-08-17,"McCulloch",1
2020-08-18,"McCulloch",5
2020-08-19,"McCulloch",6
2020-08-20,"McCulloch",2
2020-08-21,"McCulloch",3
2020-08-22,"McCulloch",0
2020-08-23,"McCulloch",0
2020-08-24,"McCulloch",0
2020-08-25,"McCulloch",1
2020-08-26,"McCulloch",7
2020-08-27,"McCulloch",3
2020-08-28,"McCulloch",6
2020-08-29,"McCulloch",17
2020-08-30,"McCulloch",1
2020-08-31,"McCulloch",0
2020-03-04,"McLennan",0
2020-03-05,"McLennan",0
2020-03-06,"McLennan",0
2020-03-07,"McLennan",0
2020-03-08,"McLennan",0
2020-03-09,"McLennan",0
2020-03-10,"McLennan",0
2020-03-11,"McLennan",0
2020-03-12,"McLennan",0
2020-03-13,"McLennan",0
2020-03-14,"McLennan",0
2020-03-15,"McLennan",0
2020-03-16,"McLennan",0
2020-03-17,"McLennan",0
2020-03-18,"McLennan",0
2020-03-19,"McLennan",6
2020-03-20,"McLennan",1
2020-03-21,"McLennan",0
2020-03-22,"McLennan",0
2020-03-23,"McLennan",0
2020-03-24,"McLennan",13
2020-03-25,"McLennan",3
2020-03-26,"McLennan",5
2020-03-27,"McLennan",5
2020-03-28,"McLennan",1
2020-03-29,"McLennan",2
2020-03-30,"McLennan",0
2020-03-31,"McLennan",3
2020-04-01,"McLennan",5
2020-04-02,"McLennan",4
2020-04-03,"McLennan",1
2020-04-04,"McLennan",1
2020-04-05,"McLennan",1
2020-04-06,"McLennan",2
2020-04-07,"McLennan",3
2020-04-08,"McLennan",6
2020-04-09,"McLennan",0
2020-04-10,"McLennan",4
2020-04-11,"McLennan",2
2020-04-12,"McLennan",1
2020-04-13,"McLennan",2
2020-04-14,"McLennan",1
2020-04-15,"McLennan",2
2020-04-16,"McLennan",0
2020-04-17,"McLennan",2
2020-04-18,"McLennan",0
2020-04-19,"McLennan",0
2020-04-20,"McLennan",0
2020-04-21,"McLennan",1
2020-04-22,"McLennan",1
2020-04-23,"McLennan",3
2020-04-24,"McLennan",0
2020-04-25,"McLennan",0
2020-04-26,"McLennan",0
2020-04-27,"McLennan",1
2020-04-28,"McLennan",5
2020-04-29,"McLennan",0
2020-04-30,"McLennan",1
2020-05-01,"McLennan",1
2020-05-02,"McLennan",2
2020-05-03,"McLennan",0
2020-05-04,"McLennan",0
2020-05-05,"McLennan",0
2020-05-06,"McLennan",1
2020-05-07,"McLennan",0
2020-05-08,"McLennan",2
2020-05-09,"McLennan",0
2020-05-10,"McLennan",0
2020-05-11,"McLennan",0
2020-05-12,"McLennan",0
2020-05-13,"McLennan",2
2020-05-14,"McLennan",0
2020-05-15,"McLennan",0
2020-05-16,"McLennan",1
2020-05-17,"McLennan",0
2020-05-18,"McLennan",1
2020-05-19,"McLennan",0
2020-05-20,"McLennan",0
2020-05-21,"McLennan",4
2020-05-22,"McLennan",4
2020-05-23,"McLennan",1
2020-05-24,"McLennan",0
2020-05-25,"McLennan",0
2020-05-26,"McLennan",0
2020-05-27,"McLennan",5
2020-05-28,"McLennan",1
2020-05-29,"McLennan",4
2020-05-30,"McLennan",1
2020-05-31,"McLennan",0
2020-06-01,"McLennan",0
2020-06-02,"McLennan",2
2020-06-03,"McLennan",1
2020-06-04,"McLennan",2
2020-06-05,"McLennan",2
2020-06-06,"McLennan",2
2020-06-07,"McLennan",2
2020-06-08,"McLennan",0
2020-06-09,"McLennan",3
2020-06-10,"McLennan",6
2020-06-11,"McLennan",3
2020-06-12,"McLennan",9
2020-06-13,"McLennan",3
2020-06-14,"McLennan",5
2020-06-15,"McLennan",5
2020-06-16,"McLennan",15
2020-06-17,"McLennan",18
2020-06-18,"McLennan",26
2020-06-19,"McLennan",23
2020-06-20,"McLennan",17
2020-06-21,"McLennan",41
2020-06-22,"McLennan",51
2020-06-23,"McLennan",17
2020-06-24,"McLennan",50
2020-06-25,"McLennan",52
2020-06-26,"McLennan",79
2020-06-27,"McLennan",72
2020-06-28,"McLennan",73
2020-06-29,"McLennan",47
2020-06-30,"McLennan",51
2020-07-01,"McLennan",162
2020-07-02,"McLennan",111
2020-07-03,"McLennan",224
2020-07-04,"McLennan",271
2020-07-05,"McLennan",73
2020-07-06,"McLennan",48
2020-07-07,"McLennan",114
2020-07-08,"McLennan",246
2020-07-09,"McLennan",239
2020-07-10,"McLennan",155
2020-07-11,"McLennan",4
2020-07-12,"McLennan",95
2020-07-13,"McLennan",20
2020-07-14,"McLennan",187
2020-07-15,"McLennan",176
2020-07-16,"McLennan",85
2020-07-17,"McLennan",91
2020-07-18,"McLennan",114
2020-07-19,"McLennan",81
2020-07-20,"McLennan",122
2020-07-21,"McLennan",59
2020-07-22,"McLennan",103
2020-07-23,"McLennan",113
2020-07-24,"McLennan",94
2020-07-25,"McLennan",103
2020-07-26,"McLennan",72
2020-07-27,"McLennan",29
2020-07-28,"McLennan",56
2020-07-29,"McLennan",66
2020-07-30,"McLennan",84
2020-07-31,"McLennan",71
2020-08-01,"McLennan",63
2020-08-02,"McLennan",79
2020-08-03,"McLennan",31
2020-08-04,"McLennan",135
2020-08-05,"McLennan",123
2020-08-06,"McLennan",54
2020-08-07,"McLennan",98
2020-08-08,"McLennan",43
2020-08-09,"McLennan",57
2020-08-10,"McLennan",24
2020-08-11,"McLennan",61
2020-08-12,"McLennan",75
2020-08-13,"McLennan",58
2020-08-14,"McLennan",84
2020-08-15,"McLennan",48
2020-08-16,"McLennan",26
2020-08-17,"McLennan",34
2020-08-18,"McLennan",16
2020-08-19,"McLennan",63
2020-08-20,"McLennan",112
2020-08-21,"McLennan",48
2020-08-22,"McLennan",47
2020-08-23,"McLennan",71
2020-08-24,"McLennan",47
2020-08-25,"McLennan",36
2020-08-26,"McLennan",111
2020-08-27,"McLennan",101
2020-08-28,"McLennan",92
2020-08-29,"McLennan",62
2020-08-30,"McLennan",66
2020-08-31,"McLennan",36
2020-03-04,"McMullen",0
2020-03-05,"McMullen",0
2020-03-06,"McMullen",0
2020-03-07,"McMullen",0
2020-03-08,"McMullen",0
2020-03-09,"McMullen",0
2020-03-10,"McMullen",0
2020-03-11,"McMullen",0
2020-03-12,"McMullen",0
2020-03-13,"McMullen",0
2020-03-14,"McMullen",0
2020-03-15,"McMullen",0
2020-03-16,"McMullen",0
2020-03-17,"McMullen",0
2020-03-18,"McMullen",0
2020-03-19,"McMullen",0
2020-03-20,"McMullen",0
2020-03-21,"McMullen",0
2020-03-22,"McMullen",0
2020-03-23,"McMullen",0
2020-03-24,"McMullen",0
2020-03-25,"McMullen",0
2020-03-26,"McMullen",0
2020-03-27,"McMullen",0
2020-03-28,"McMullen",0
2020-03-29,"McMullen",0
2020-03-30,"McMullen",0
2020-03-31,"McMullen",0
2020-04-01,"McMullen",0
2020-04-02,"McMullen",0
2020-04-03,"McMullen",0
2020-04-04,"McMullen",0
2020-04-05,"McMullen",0
2020-04-06,"McMullen",0
2020-04-07,"McMullen",0
2020-04-08,"McMullen",0
2020-04-09,"McMullen",0
2020-04-10,"McMullen",0
2020-04-11,"McMullen",0
2020-04-12,"McMullen",0
2020-04-13,"McMullen",0
2020-04-14,"McMullen",0
2020-04-15,"McMullen",0
2020-04-16,"McMullen",0
2020-04-17,"McMullen",0
2020-04-18,"McMullen",0
2020-04-19,"McMullen",0
2020-04-20,"McMullen",0
2020-04-21,"McMullen",0
2020-04-22,"McMullen",0
2020-04-23,"McMullen",0
2020-04-24,"McMullen",0
2020-04-25,"McMullen",0
2020-04-26,"McMullen",0
2020-04-27,"McMullen",0
2020-04-28,"McMullen",0
2020-04-29,"McMullen",0
2020-04-30,"McMullen",0
2020-05-01,"McMullen",0
2020-05-02,"McMullen",0
2020-05-03,"McMullen",0
2020-05-04,"McMullen",0
2020-05-05,"McMullen",0
2020-05-06,"McMullen",0
2020-05-07,"McMullen",0
2020-05-08,"McMullen",0
2020-05-09,"McMullen",0
2020-05-10,"McMullen",0
2020-05-11,"McMullen",0
2020-05-12,"McMullen",0
2020-05-13,"McMullen",0
2020-05-14,"McMullen",0
2020-05-15,"McMullen",0
2020-05-16,"McMullen",0
2020-05-17,"McMullen",0
2020-05-18,"McMullen",0
2020-05-19,"McMullen",0
2020-05-20,"McMullen",0
2020-05-21,"McMullen",0
2020-05-22,"McMullen",0
2020-05-23,"McMullen",0
2020-05-24,"McMullen",0
2020-05-25,"McMullen",0
2020-05-26,"McMullen",0
2020-05-27,"McMullen",0
2020-05-28,"McMullen",0
2020-05-29,"McMullen",0
2020-05-30,"McMullen",0
2020-05-31,"McMullen",0
2020-06-01,"McMullen",0
2020-06-02,"McMullen",0
2020-06-03,"McMullen",0
2020-06-04,"McMullen",0
2020-06-05,"McMullen",0
2020-06-06,"McMullen",0
2020-06-07,"McMullen",0
2020-06-08,"McMullen",0
2020-06-09,"McMullen",0
2020-06-10,"McMullen",0
2020-06-11,"McMullen",0
2020-06-12,"McMullen",0
2020-06-13,"McMullen",0
2020-06-14,"McMullen",0
2020-06-15,"McMullen",0
2020-06-16,"McMullen",0
2020-06-17,"McMullen",0
2020-06-18,"McMullen",0
2020-06-19,"McMullen",0
2020-06-20,"McMullen",0
2020-06-21,"McMullen",0
2020-06-22,"McMullen",0
2020-06-23,"McMullen",0
2020-06-24,"McMullen",0
2020-06-25,"McMullen",0
2020-06-26,"McMullen",0
2020-06-27,"McMullen",0
2020-06-28,"McMullen",0
2020-06-29,"McMullen",0
2020-06-30,"McMullen",0
2020-07-01,"McMullen",0
2020-07-02,"McMullen",0
2020-07-03,"McMullen",0
2020-07-04,"McMullen",0
2020-07-05,"McMullen",0
2020-07-06,"McMullen",0
2020-07-07,"McMullen",0
2020-07-08,"McMullen",0
2020-07-09,"McMullen",0
2020-07-10,"McMullen",0
2020-07-11,"McMullen",0
2020-07-12,"McMullen",0
2020-07-13,"McMullen",0
2020-07-14,"McMullen",1
2020-07-15,"McMullen",0
2020-07-16,"McMullen",0
2020-07-17,"McMullen",0
2020-07-18,"McMullen",0
2020-07-19,"McMullen",3
2020-07-20,"McMullen",0
2020-07-21,"McMullen",0
2020-07-22,"McMullen",0
2020-07-23,"McMullen",2
2020-07-24,"McMullen",0
2020-07-25,"McMullen",0
2020-07-26,"McMullen",1
2020-07-27,"McMullen",0
2020-07-28,"McMullen",0
2020-07-29,"McMullen",0
2020-07-30,"McMullen",0
2020-07-31,"McMullen",0
2020-08-01,"McMullen",1
2020-08-02,"McMullen",0
2020-08-03,"McMullen",0
2020-08-04,"McMullen",0
2020-08-05,"McMullen",0
2020-08-06,"McMullen",0
2020-08-07,"McMullen",1
2020-08-08,"McMullen",0
2020-08-09,"McMullen",0
2020-08-10,"McMullen",0
2020-08-11,"McMullen",0
2020-08-12,"McMullen",1
2020-08-13,"McMullen",0
2020-08-14,"McMullen",0
2020-08-15,"McMullen",0
2020-08-16,"McMullen",0
2020-08-17,"McMullen",0
2020-08-18,"McMullen",0
2020-08-19,"McMullen",0
2020-08-20,"McMullen",0
2020-08-21,"McMullen",0
2020-08-22,"McMullen",0
2020-08-23,"McMullen",1
2020-08-24,"McMullen",0
2020-08-25,"McMullen",0
2020-08-26,"McMullen",0
2020-08-27,"McMullen",0
2020-08-28,"McMullen",0
2020-08-29,"McMullen",0
2020-08-30,"McMullen",4
2020-08-31,"McMullen",0
2020-03-04,"Medina",0
2020-03-05,"Medina",0
2020-03-06,"Medina",0
2020-03-07,"Medina",0
2020-03-08,"Medina",0
2020-03-09,"Medina",0
2020-03-10,"Medina",0
2020-03-11,"Medina",0
2020-03-12,"Medina",0
2020-03-13,"Medina",0
2020-03-14,"Medina",0
2020-03-15,"Medina",0
2020-03-16,"Medina",0
2020-03-17,"Medina",1
2020-03-18,"Medina",0
2020-03-19,"Medina",0
2020-03-20,"Medina",0
2020-03-21,"Medina",0
2020-03-22,"Medina",0
2020-03-23,"Medina",0
2020-03-24,"Medina",0
2020-03-25,"Medina",0
2020-03-26,"Medina",0
2020-03-27,"Medina",2
2020-03-28,"Medina",0
2020-03-29,"Medina",0
2020-03-30,"Medina",0
2020-03-31,"Medina",0
2020-04-01,"Medina",0
2020-04-02,"Medina",0
2020-04-03,"Medina",0
2020-04-04,"Medina",0
2020-04-05,"Medina",1
2020-04-06,"Medina",0
2020-04-07,"Medina",2
2020-04-08,"Medina",1
2020-04-09,"Medina",2
2020-04-10,"Medina",1
2020-04-11,"Medina",2
2020-04-12,"Medina",1
2020-04-13,"Medina",0
2020-04-14,"Medina",0
2020-04-15,"Medina",0
2020-04-16,"Medina",2
2020-04-17,"Medina",0
2020-04-18,"Medina",0
2020-04-19,"Medina",0
2020-04-20,"Medina",0
2020-04-21,"Medina",0
2020-04-22,"Medina",2
2020-04-23,"Medina",0
2020-04-24,"Medina",0
2020-04-25,"Medina",2
2020-04-26,"Medina",0
2020-04-27,"Medina",0
2020-04-28,"Medina",0
2020-04-29,"Medina",0
2020-04-30,"Medina",1
2020-05-01,"Medina",0
2020-05-02,"Medina",0
2020-05-03,"Medina",0
2020-05-04,"Medina",0
2020-05-05,"Medina",0
2020-05-06,"Medina",0
2020-05-07,"Medina",1
2020-05-08,"Medina",1
2020-05-09,"Medina",0
2020-05-10,"Medina",9
2020-05-11,"Medina",1
2020-05-12,"Medina",6
2020-05-13,"Medina",7
2020-05-14,"Medina",2
2020-05-15,"Medina",1
2020-05-16,"Medina",1
2020-05-17,"Medina",1
2020-05-18,"Medina",8
2020-05-19,"Medina",1
2020-05-20,"Medina",1
2020-05-21,"Medina",4
2020-05-22,"Medina",0
2020-05-23,"Medina",2
2020-05-24,"Medina",1
2020-05-25,"Medina",0
2020-05-26,"Medina",0
2020-05-27,"Medina",1
2020-05-28,"Medina",1
2020-05-29,"Medina",2
2020-05-30,"Medina",0
2020-05-31,"Medina",2
2020-06-01,"Medina",0
2020-06-02,"Medina",0
2020-06-03,"Medina",1
2020-06-04,"Medina",2
2020-06-05,"Medina",2
2020-06-06,"Medina",138
2020-06-07,"Medina",0
2020-06-08,"Medina",0
2020-06-09,"Medina",0
2020-06-10,"Medina",0
2020-06-11,"Medina",2
2020-06-12,"Medina",2
2020-06-13,"Medina",1
2020-06-14,"Medina",0
2020-06-15,"Medina",0
2020-06-16,"Medina",0
2020-06-17,"Medina",6
2020-06-18,"Medina",1
2020-06-19,"Medina",16
2020-06-20,"Medina",1
2020-06-21,"Medina",5
2020-06-22,"Medina",0
2020-06-23,"Medina",1
2020-06-24,"Medina",4
2020-06-25,"Medina",0
2020-06-26,"Medina",1
2020-06-27,"Medina",0
2020-06-28,"Medina",0
2020-06-29,"Medina",0
2020-06-30,"Medina",1
2020-07-01,"Medina",23
2020-07-02,"Medina",4
2020-07-03,"Medina",11
2020-07-04,"Medina",2
2020-07-05,"Medina",0
2020-07-06,"Medina",0
2020-07-07,"Medina",32
2020-07-08,"Medina",8
2020-07-09,"Medina",3
2020-07-10,"Medina",0
2020-07-11,"Medina",5
2020-07-12,"Medina",0
2020-07-13,"Medina",0
2020-07-14,"Medina",17
2020-07-15,"Medina",59
2020-07-16,"Medina",0
2020-07-17,"Medina",0
2020-07-18,"Medina",73
2020-07-19,"Medina",0
2020-07-20,"Medina",0
2020-07-21,"Medina",32
2020-07-22,"Medina",2
2020-07-23,"Medina",1
2020-07-24,"Medina",11
2020-07-25,"Medina",8
2020-07-26,"Medina",0
2020-07-27,"Medina",0
2020-07-28,"Medina",16
2020-07-29,"Medina",9
2020-07-30,"Medina",11
2020-07-31,"Medina",6
2020-08-01,"Medina",6
2020-08-02,"Medina",0
2020-08-03,"Medina",1
2020-08-04,"Medina",20
2020-08-05,"Medina",0
2020-08-06,"Medina",6
2020-08-07,"Medina",141
2020-08-08,"Medina",49
2020-08-09,"Medina",0
2020-08-10,"Medina",67
2020-08-11,"Medina",14
2020-08-12,"Medina",42
2020-08-13,"Medina",15
2020-08-14,"Medina",14
2020-08-15,"Medina",24
2020-08-16,"Medina",0
2020-08-17,"Medina",0
2020-08-18,"Medina",15
2020-08-19,"Medina",54
2020-08-20,"Medina",7
2020-08-21,"Medina",1
2020-08-22,"Medina",5
2020-08-23,"Medina",0
2020-08-24,"Medina",1
2020-08-25,"Medina",3
2020-08-26,"Medina",28
2020-08-27,"Medina",2
2020-08-28,"Medina",0
2020-08-29,"Medina",8
2020-08-30,"Medina",0
2020-08-31,"Medina",0
2020-03-04,"Menard",0
2020-03-05,"Menard",0
2020-03-06,"Menard",0
2020-03-07,"Menard",0
2020-03-08,"Menard",0
2020-03-09,"Menard",0
2020-03-10,"Menard",0
2020-03-11,"Menard",0
2020-03-12,"Menard",0
2020-03-13,"Menard",0
2020-03-14,"Menard",0
2020-03-15,"Menard",0
2020-03-16,"Menard",0
2020-03-17,"Menard",0
2020-03-18,"Menard",0
2020-03-19,"Menard",0
2020-03-20,"Menard",0
2020-03-21,"Menard",0
2020-03-22,"Menard",0
2020-03-23,"Menard",0
2020-03-24,"Menard",0
2020-03-25,"Menard",0
2020-03-26,"Menard",0
2020-03-27,"Menard",0
2020-03-28,"Menard",0
2020-03-29,"Menard",0
2020-03-30,"Menard",0
2020-03-31,"Menard",0
2020-04-01,"Menard",0
2020-04-02,"Menard",0
2020-04-03,"Menard",0
2020-04-04,"Menard",0
2020-04-05,"Menard",0
2020-04-06,"Menard",0
2020-04-07,"Menard",0
2020-04-08,"Menard",0
2020-04-09,"Menard",0
2020-04-10,"Menard",0
2020-04-11,"Menard",0
2020-04-12,"Menard",0
2020-04-13,"Menard",0
2020-04-14,"Menard",0
2020-04-15,"Menard",0
2020-04-16,"Menard",0
2020-04-17,"Menard",0
2020-04-18,"Menard",0
2020-04-19,"Menard",0
2020-04-20,"Menard",0
