Date,Level,COVID_ICU_Beds,COVID_ICU_Patients,COVID_General_Beds,COVID_General_Patients
2020-06-20,Montgomery,150,25,843,62
2020-06-21,Montgomery,156,27,799,76
2020-06-22,Montgomery,160,31,731,80
2020-06-23,Montgomery,158,26,913,90
2020-06-24,Montgomery,23,26,903,110
2020-06-25,Montgomery,160,31,924,103
2020-06-26,Montgomery,151,42,862,125
2020-06-27,Montgomery,156,41,794,126
2020-06-28,Montgomery,151,46,713,106
2020-06-29,Montgomery,153,48,792,115
2020-06-30,Montgomery,160,57,907,148
2020-07-01,Montgomery,162,59,947,154
2020-07-02,Montgomery,159,57,894,179
2020-07-03,Montgomery,152,53,895,199
2020-07-04,Montgomery,151,51,800,171
2020-07-05,Montgomery,152,55,782,182
2020-07-06,Montgomery,155,60,838,184
2020-07-07,Montgomery,158,96,890,202
2020-07-08,Montgomery,159,62,888,212
2020-07-09,Montgomery,160,56,890,205
2020-07-10,Montgomery,161,66,929,200
2020-07-11,Montgomery,159,55,877,219
2020-07-12,Montgomery,161,50,415,154
2020-07-13,Montgomery,153,62,886,216
2020-07-14,Montgomery,164,72,922,220
2020-07-15,Montgomery,163,70,938,210
2020-07-16,Montgomery,166,68,827,201
2020-07-17,Montgomery,169,66,882,198
2020-07-18,Montgomery,162,66,845,211
2020-07-19,Montgomery,63,66,783,163
2020-07-20,Montgomery,63,66,807,190
2020-07-21,Montgomery,160,64,859,201
2020-07-22,Montgomery,166,42,603,164
2020-07-23,Montgomery,165,62,875,203
2020-07-24,Montgomery,164,63,811,191
2020-07-25,Montgomery,165,58,762,154
2020-07-26,Montgomery,162,54,716,153
2020-07-27,Montgomery,58,54,739,162
2020-07-28,Montgomery,165,54,863,177
2020-07-29,Montgomery,169,52,815,153
2020-07-30,Montgomery,171,53,905,137
2020-07-31,Montgomery,168,51,860,132
2020-08-01,Montgomery,169,52,804,125
2020-08-02,Montgomery,157,48,779,130
2020-08-03,Montgomery,153,46,863,136
2020-08-04,Montgomery,157,50,903,133
2020-08-05,Montgomery,42,50,906,132
2020-08-06,Montgomery,154,45,876,128
2020-08-07,Montgomery,153,46,871,113
2020-08-08,Montgomery,161,41,797,119
2020-08-09,Montgomery,160,45,735,109
2020-08-10,Montgomery,145,45,807,105
2020-08-11,Montgomery,144,41,876,112
2020-08-12,Montgomery,157,34,854,106
2020-08-13,Montgomery,170,31,855,74
2020-08-14,Montgomery,160,35,861,87
2020-08-15,Montgomery,155,36,876,65
2020-08-16,Montgomery,153,38,736,77
2020-08-17,Montgomery,158,38,832,85
2020-08-18,Montgomery,163,39,902,76
2020-08-19,Montgomery,162,38,899,62
2020-08-20,Montgomery,40,38,905,77
2020-08-21,Montgomery,164,24,804,73
2020-08-22,Montgomery,155,30,780,73
2020-08-23,Montgomery,143,32,791,69
2020-08-24,Montgomery,153,33,720,75
2020-08-25,Montgomery,158,31,892,77
2020-08-26,Montgomery,163,33,933,63
2020-08-27,Montgomery,155,34,938,58
2020-08-28,Montgomery,162,34,865,50
2020-08-29,Montgomery,157,27,854,47
2020-08-30,Montgomery,158,28,788,56
2020-08-31,Montgomery,159,26,835,57
2020-09-01,Montgomery,163,22,884,40
2020-09-02,Montgomery,153,21,876,44
2020-09-03,Montgomery,152,21,944,47
2020-09-04,Montgomery,151,25,911,43
2020-09-05,Montgomery,159,22,824,60
2020-09-06,Montgomery,147,25,823,42
2020-09-07,Montgomery,146,28,543,49
2020-09-08,Montgomery,151,20,789,43
2020-09-09,Montgomery,154,18,928,46
2020-09-10,Montgomery,161,19,944,42
2020-09-11,Montgomery,161,19,1152,58
2020-09-12,Montgomery,157,15,879,46
2020-09-13,Montgomery,155,16,842,38
2020-09-14,Montgomery,17,16,864,46
2020-09-15,Montgomery,161,16,942,54
2020-09-16,Montgomery,159,18,971,57
2020-09-17,Montgomery,159,18,950,54
2020-09-18,Montgomery,153,14,964,59
2020-09-19,Montgomery,144,17,931,57
2020-09-20,Montgomery,125,17,1000,37
2020-09-21,Montgomery,150,14,803,39
2020-09-22,Montgomery,6,14,731,28
2020-09-23,Montgomery,13,14,872,40
2020-09-24,Montgomery,134,12,890,39
2020-09-25,Montgomery,145,15,908,46
2020-09-26,Montgomery,134,14,875,43
2020-09-27,Montgomery,142,18,767,42
2020-09-28,Montgomery,149,17,855,43
2020-09-29,Montgomery,155,15,915,38
2020-09-30,Montgomery,14,15,943,40
2020-10-01,Montgomery,152,18,942,37
2020-10-02,Montgomery,136,17,934,33
2020-10-03,Montgomery,153,15,842,41
2020-10-04,Montgomery,134,9,828,45
2020-10-05,Montgomery,141,10,838,44
2020-10-06,Montgomery,151,13,966,56
2020-10-07,Montgomery,156,15,1009,51
2020-10-08,Montgomery,152,21,953,51
2020-10-09,Montgomery,156,17,961,57
2020-10-10,Montgomery,159,21,891,50
2020-10-11,Montgomery,148,14,806,64
2020-10-12,Montgomery,148,14,881,64
2020-10-13,Montgomery,156,16,945,65
2020-10-14,Montgomery,157,19,944,70
2020-10-15,Montgomery,156,19,957,52
2020-10-16,Montgomery,164,16,883,63
2020-10-17,Montgomery,154,18,803,47
2020-10-18,Montgomery,151,15,740,53
2020-10-19,Montgomery,147,18,806,54
2020-10-20,Montgomery,155,17,878,50
2020-10-21,Montgomery,159,15,902,61
2020-10-22,Montgomery,163,13,879,60
2020-10-23,Montgomery,158,17,911,51
2020-10-24,Montgomery,156,18,861,59
2020-10-25,Montgomery,157,17,778,56
2020-10-26,Montgomery,145,19,822,52
2020-10-27,Montgomery,148,15,920,56
2020-10-28,Montgomery,151,20,927,57
2020-10-29,Montgomery,155,21,932,55
2020-10-30,Montgomery,148,18,931,63
2020-10-31,Montgomery,142,17,859,76
2020-11-01,Montgomery,159,18,801,70
2020-11-02,Montgomery,140,16,850,65
2020-11-03,Montgomery,155,21,936,68
2020-11-04,Montgomery,160,23,953,79
2020-11-05,Montgomery,156,26,945,78
2020-11-06,Montgomery,152,22,988,71
2020-11-07,Montgomery,158,23,874,78
2020-11-08,Montgomery,144,23,903,71
2020-11-09,Montgomery,150,26,829,67
2020-11-10,Montgomery,149,25,969,74
2020-11-11,Montgomery,161,25,937,78
2020-11-12,Montgomery,156,20,951,86
2020-11-13,Montgomery,159,23,973,96
2020-11-14,Montgomery,162,18,925,96
2020-11-15,Montgomery,150,33,891,108
2020-11-16,Montgomery,149,28,905,97
2020-11-17,Montgomery,157,29,856,100
2020-11-18,Montgomery,168,34,987,97
2020-11-19,Montgomery,132,37,1008,95
2020-11-20,Montgomery,154,35,907,97
2020-11-21,Montgomery,163,38,905,100
2020-11-22,Montgomery,157,38,935,108
2020-11-23,Montgomery,159,40,946,117
2020-11-24,Montgomery,157,38,981,132
2020-11-25,Montgomery,161,40,968,119
2020-11-26,Montgomery,162,42,866,120
2020-11-27,Montgomery,151,41,832,108
2020-11-28,Montgomery,158,36,808,117
2020-11-29,Montgomery,159,43,834,131
2020-11-30,Montgomery,149,38,907,128
2020-12-01,Montgomery,160,41,920,132
2020-12-02,Montgomery,42,41,986,139
2020-12-03,Montgomery,159,43,996,133
2020-12-04,Montgomery,154,41,998,117
2020-12-05,Montgomery,162,35,845,102
2020-12-06,Montgomery,156,41,867,119
2020-12-07,Montgomery,156,41,904,112
2020-12-08,Montgomery,159,34,991,128
2020-12-09,Montgomery,148,35,1031,147
2020-12-10,Montgomery,159,31,1024,142
2020-12-11,Montgomery,32,31,1013,149
2020-12-12,Montgomery,163,34,962,135
2020-12-13,Montgomery,161,35,909,136
2020-12-14,Montgomery,155,36,927,139
2020-12-15,Montgomery,157,37,968,128
2020-12-16,Montgomery,162,30,1015,139
2020-12-17,Montgomery,164,33,972,121
2020-12-18,Montgomery,157,31,997,131
2020-12-19,Montgomery,160,31,904,140
2020-12-20,Montgomery,165,34,896,145
2020-12-21,Montgomery,151,36,872,138
2020-12-22,Montgomery,149,36,908,163
2020-12-23,Montgomery,164,46,1053,153
2020-12-24,Montgomery,163,37,965,170
2020-12-25,Montgomery,165,43,773,167
2020-12-26,Montgomery,162,45,815,173
2020-12-27,Montgomery,167,48,1011,189
2020-12-28,Montgomery,165,38,817,169
2020-12-29,Montgomery,159,47,1130,195
2020-12-30,Montgomery,162,42,1231,220
2020-12-31,Montgomery,164,52,854,236
2021-01-01,Montgomery,163,47,535,238
2021-01-02,Montgomery,166,56,522,232
2021-01-03,Montgomery,172,49,838,233
2021-01-04,Montgomery,171,55,886,222
2021-01-05,Montgomery,162,53,774,222
2021-01-06,Montgomery,163,56,990,217
2021-01-07,Montgomery,165,60,1010,222
2021-01-08,Montgomery,166,61,989,248
2021-01-09,Montgomery,165,59,902,234
2021-01-10,Montgomery,166,58,812,234
2021-01-11,Montgomery,159,69,884,266
2021-01-12,Montgomery,66,69,995,286
2021-01-13,Montgomery,169,73,962,270
2021-01-14,Montgomery,161,70,1003,256
2021-01-15,Montgomery,162,70,926,262
2021-01-16,Montgomery,161,68,913,249
2021-01-17,Montgomery,167,65,841,251
2021-01-18,Montgomery,158,70,940,240
2021-01-19,Montgomery,162,72,997,262
2021-01-20,Montgomery,58,72,1028,253
2021-01-21,Montgomery,160,62,1019,226
2021-01-22,Montgomery,163,62,1012,208
2021-01-23,Montgomery,164,61,970,203
2021-01-24,Montgomery,161,66,880,228
2021-01-25,Montgomery,162,60,945,215
2021-01-26,Montgomery,165,58,982,202
2021-01-27,Montgomery,162,52,1038,202
2021-01-28,Montgomery,165,54,1030,201
2021-01-29,Montgomery,167,56,985,186
2021-01-30,Montgomery,166,57,919,180
2021-01-31,Montgomery,171,58,907,177
2021-02-01,Montgomery,166,57,939,183
2021-02-02,Montgomery,163,57,1008,181
2021-02-03,Montgomery,160,58,994,172
2021-02-04,Montgomery,164,55,1015,169
2021-02-05,Montgomery,162,59,990,163
2021-02-06,Montgomery,167,57,902,166
2021-02-07,Montgomery,160,54,869,149
2021-02-08,Montgomery,164,66,891,179
2021-02-09,Montgomery,63,66,875,156
2021-02-10,Montgomery,166,62,1004,144
2021-02-11,Montgomery,53,62,1029,142
2021-02-12,Montgomery,163,52,989,144
2021-02-13,Montgomery,161,49,982,142
2021-02-14,Montgomery,166,47,869,131
2021-02-15,Montgomery,159,46,852,126
2021-02-16,Montgomery,164,48,574,124
2021-02-17,Montgomery,114,69,1006,120
2021-02-18,Montgomery,163,48,1026,142
2021-02-19,Montgomery,164,46,672,130
2021-02-20,Montgomery,166,43,885,130
2021-02-21,Montgomery,161,42,998,132
2021-02-22,Montgomery,167,42,977,127
2021-02-23,Montgomery,161,41,1053,151
2021-02-24,Montgomery,162,41,1078,131
2021-02-25,Montgomery,166,39,1079,128
2021-02-26,Montgomery,163,38,933,118
2021-02-27,Montgomery,162,38,1005,116
2021-02-28,Montgomery,162,38,883,139
2021-03-01,Montgomery,159,36,941,123
2021-03-02,Montgomery,134,32,1017,136
2021-03-03,Montgomery,155,26,1066,119
2021-03-04,Montgomery,159,18,1062,95
2021-03-05,Montgomery,164,29,1007,137
2021-03-06,Montgomery,168,27,921,110
2021-03-07,Montgomery,165,29,974,113
2021-03-08,Montgomery,160,31,970,124
2021-03-09,Montgomery,159,29,1016,123
2021-03-10,Montgomery,163,27,1028,117
2021-03-11,Montgomery,160,25,968,108
2021-03-12,Montgomery,164,22,945,115
2021-03-13,Montgomery,163,21,854,115
2021-03-14,Montgomery,17,21,586,113
2021-03-15,Montgomery,159,21,708,73
2021-03-16,Montgomery,136,35,1036,117
2021-03-17,Montgomery,171,23,955,105
2021-03-18,Montgomery,162,26,972,96
2021-03-19,Montgomery,25,26,866,83
2021-03-20,Montgomery,136,23,849,68
2021-03-21,Montgomery,160,29,776,91
2021-03-22,Montgomery,158,28,890,99
2021-03-23,Montgomery,162,29,983,103
2021-03-24,Montgomery,164,29,1032,92
2021-03-25,Montgomery,139,27,1066,98
2021-03-26,Montgomery,165,19,960,68
2021-03-27,Montgomery,171,31,910,92
2021-03-28,Montgomery,169,28,858,94
2021-03-29,Montgomery,163,32,945,83
2021-03-30,Montgomery,35,32,997,95
2021-03-31,Montgomery,168,32,1033,93
2021-04-01,Montgomery,162,36,1070,111
2021-04-02,Montgomery,161,32,1029,100
2021-04-03,Montgomery,26,32,889,105
2021-04-04,Montgomery,162,33,782,110
2021-04-05,Montgomery,161,32,913,97
2021-04-06,Montgomery,163,36,940,104
2021-04-07,Montgomery,168,36,1001,91
2021-04-08,Montgomery,155,36,1020,80
2021-04-09,Montgomery,161,32,877,71
2021-04-10,Montgomery,25,32,999,93
2021-04-11,Montgomery,27,32,839,71
2021-04-12,Montgomery,159,21,907,83
2021-04-13,Montgomery,165,24,979,108
2021-04-14,Montgomery,159,23,1037,97
2021-04-15,Montgomery,135,24,1070,99
2021-04-16,Montgomery,160,25,1007,88
2021-04-17,Montgomery,159,24,903,91
2021-04-18,Montgomery,155,29,894,98
2021-04-19,Montgomery,163,24,938,98
2021-04-20,Montgomery,160,29,1025,91
2021-04-21,Montgomery,158,29,960,83
2021-04-22,Montgomery,161,28,1073,82
2021-04-23,Montgomery,159,28,1016,78
2021-04-24,Montgomery,163,29,895,99
2021-04-25,Montgomery,164,28,825,88
2021-04-26,Montgomery,161,28,999,81
2021-04-27,Montgomery,163,25,1034,93
2021-04-28,Montgomery,165,26,1023,84
2021-04-29,Montgomery,27,26,1105,66
2021-04-30,Montgomery,163,26,1063,61
2021-05-01,Montgomery,151,28,737,73
2021-05-02,Montgomery,150,31,822,69
2021-05-03,Montgomery,153,32,927,66
2021-05-04,Montgomery,158,36,990,87
2021-05-05,Montgomery,130,33,1016,83
2021-05-06,Montgomery,161,31,954,85
2021-05-07,Montgomery,153,32,1008,79
2021-05-08,Montgomery,166,28,844,84
2021-05-09,Montgomery,167,30,869,76
2021-05-10,Montgomery,152,31,845,73
2021-05-11,Montgomery,163,30,965,78
2021-05-12,Montgomery,146,29,948,65
2021-05-13,Montgomery,145,26,1051,92
2021-05-14,Montgomery,144,26,1000,70
2021-05-15,Montgomery,151,22,952,68
2021-05-16,Montgomery,146,23,810,65
2021-05-17,Montgomery,153,22,889,68
2021-05-18,Montgomery,149,22,955,66
2021-05-19,Montgomery,160,24,994,74
2021-05-20,Montgomery,158,22,1010,62
2021-05-21,Montgomery,163,19,1015,60
2021-05-22,Montgomery,162,21,954,57
2021-05-23,Montgomery,155,19,826,53
2021-05-24,Montgomery,156,19,922,47
2021-05-25,Montgomery,159,15,960,58
2021-05-26,Montgomery,160,13,977,59
2021-05-27,Montgomery,157,13,992,60
2021-05-28,Montgomery,161,13,969,45
2021-05-29,Montgomery,15,13,943,49
2021-05-30,Montgomery,157,16,871,43
2021-05-31,Montgomery,153,13,819,46
2021-06-01,Montgomery,157,15,894,48
2021-06-02,Montgomery,155,14,958,54
2021-06-03,Montgomery,156,11,997,63
2021-06-04,Montgomery,163,14,962,47
2021-06-05,Montgomery,161,13,883,56
2021-06-06,Montgomery,163,13,833,58
2021-06-07,Montgomery,164,14,918,50
2021-06-08,Montgomery,160,13,923,69
2021-06-09,Montgomery,162,17,1016,56
2021-06-10,Montgomery,161,16,1003,63
2021-06-11,Montgomery,155,14,994,62
2021-06-12,Montgomery,159,14,900,58
2021-06-13,Montgomery,157,7,840,58
2021-06-14,Montgomery,155,10,749,57
2021-06-15,Montgomery,161,11,965,75
2021-06-16,Montgomery,161,11,1001,51
2021-06-17,Montgomery,162,11,1026,71
2021-06-18,Montgomery,160,15,989,57
2021-06-19,Montgomery,148,19,890,50
2021-06-20,Montgomery,149,18,842,40
2021-06-21,Montgomery,159,19,917,37
2021-06-22,Montgomery,152,14,914,40
2021-06-23,Montgomery,153,20,1010,37
2021-06-24,Montgomery,16,20,979,46
2021-06-25,Montgomery,152,14,1003,43
2021-06-26,Montgomery,150,14,961,38
2021-06-27,Montgomery,152,15,865,42
2021-06-28,Montgomery,154,16,890,43
2021-06-29,Montgomery,160,14,965,45
2021-06-30,Montgomery,159,9,1066,31
2021-07-01,Montgomery,160,11,1065,38
2021-07-02,Montgomery,142,11,1042,42
2021-07-03,Montgomery,154,12,891,53
2021-07-04,Montgomery,155,14,889,47
2021-07-05,Montgomery,150,13,863,53
2021-07-06,Montgomery,148,15,957,47
2021-07-07,Montgomery,154,11,1029,43
2021-07-08,Montgomery,153,10,963,51
2021-07-09,Montgomery,154,11,1078,59
2021-07-10,Montgomery,140,13,990,40
2021-07-11,Montgomery,147,15,900,43
2021-07-12,Montgomery,155,14,986,49
2021-07-13,Montgomery,158,15,1010,52
2021-07-14,Montgomery,166,16,936,57
2021-07-15,Montgomery,152,17,972,57
2021-07-16,Montgomery,161,18,1044,59
2021-07-17,Montgomery,162,14,905,67
2021-07-18,Montgomery,166,17,831,69
2021-07-19,Montgomery,174,18,824,85
2021-07-20,Montgomery,163,24,966,80
2021-07-21,Montgomery,164,23,1054,102
2021-07-22,Montgomery,162,24,1085,113
2021-07-23,Montgomery,156,24,1091,110
2021-07-24,Montgomery,162,26,1003,120
2021-07-25,Montgomery,166,28,901,130
2021-07-26,Montgomery,160,31,966,126
2021-07-27,Montgomery,162,34,1013,138
2021-07-28,Montgomery,161,39,1099,135
2021-07-29,Montgomery,170,43,1063,126
2021-07-30,Montgomery,166,44,1050,142
2021-07-31,Montgomery,162,43,1035,153
2021-08-01,Montgomery,169,42,868,183
2021-08-02,Montgomery,168,45,1019,189
2021-08-03,Montgomery,46,45,1048,199
2021-08-04,Montgomery,171,50,1066,199
2021-08-05,Montgomery,164,49,1058,204
2021-08-06,Montgomery,171,54,1041,219
2021-08-07,Montgomery,163,38,923,165
2021-08-08,Montgomery,57,38,917,241
2021-08-09,Montgomery,170,63,957,260
2021-08-10,Montgomery,65,63,1040,262
2021-08-11,Montgomery,154,64,1096,274
2021-08-12,Montgomery,163,64,1088,278
2021-08-13,Montgomery,161,72,993,281
2021-08-14,Montgomery,68,72,1043,281
2021-08-15,Montgomery,153,69,953,318
2021-08-16,Montgomery,166,76,1036,312
2021-08-17,Montgomery,167,77,1060,307
2021-08-18,Montgomery,171,82,1083,315
2021-08-19,Montgomery,164,79,1116,323
2021-08-20,Montgomery,156,85,1079,308
2021-08-21,Montgomery,169,88,1013,316
2021-08-22,Montgomery,165,89,906,347
2021-08-23,Montgomery,93,89,1045,336
2021-08-24,Montgomery,164,89,1061,315
2021-08-25,Montgomery,158,92,1103,316
2021-08-26,Montgomery,167,97,1109,296
2021-08-27,Montgomery,163,98,1033,282
2021-08-28,Montgomery,171,99,1044,292
2021-08-29,Montgomery,162,109,931,289
2021-08-30,Montgomery,168,107,991,296
2021-08-31,Montgomery,165,106,1081,285
2021-09-01,Montgomery,163,111,1114,296
2021-09-02,Montgomery,160,110,1137,305
2021-09-03,Montgomery,158,115,1128,297
2021-09-04,Montgomery,162,110,994,300
2021-09-05,Montgomery,156,101,1090,301
2021-09-06,Montgomery,160,98,1095,309
2021-09-07,Montgomery,170,98,1066,316
2021-09-08,Montgomery,166,99,1043,318
2021-09-09,Montgomery,162,96,1155,312
2021-09-10,Montgomery,160,94,1142,311
2021-09-11,Montgomery,96,94,1080,286
2021-09-12,Montgomery,162,97,943,301
2021-09-13,Montgomery,161,97,1005,268
2021-09-14,Montgomery,166,98,1042,276
2021-09-15,Montgomery,163,96,1088,268
2021-09-16,Montgomery,135,98,1156,248
2021-09-17,Montgomery,160,100,1092,260
2021-09-18,Montgomery,162,95,1043,243
2021-09-19,Montgomery,149,97,932,242
2021-09-20,Montgomery,157,91,993,235
2021-09-21,Montgomery,154,88,1076,221
2021-09-22,Montgomery,149,87,1043,221
2021-09-23,Montgomery,159,83,1083,221
2021-09-24,Montgomery,143,79,1077,207
2021-09-25,Montgomery,153,81,1026,203
2021-09-26,Montgomery,156,83,933,205
2021-09-27,Montgomery,153,87,962,201
2021-09-28,Montgomery,161,85,1007,194
2021-09-29,Montgomery,157,79,1050,186
2021-09-30,Montgomery,147,78,1073,176
2021-10-01,Montgomery,159,76,1076,172
2021-10-02,Montgomery,159,76,994,157
2021-10-03,Montgomery,73,76,841,149
2021-10-04,Montgomery,155,68,961,147
2021-10-05,Montgomery,157,64,1014,148
2021-10-06,Montgomery,159,60,1070,144
2021-10-07,Montgomery,158,58,1058,141
2021-10-08,Montgomery,160,59,1042,134
2021-10-09,Montgomery,156,57,917,120
2021-10-10,Montgomery,155,54,882,124
2021-10-11,Montgomery,157,51,966,125
2021-10-12,Montgomery,152,48,1000,135
2021-10-13,Montgomery,159,53,1022,125
2021-10-14,Montgomery,39,53,1046,96
2021-10-15,Montgomery,154,36,1056,87
2021-10-16,Montgomery,161,36,912,86
2021-10-17,Montgomery,143,48,882,105
2021-10-18,Montgomery,147,42,931,105
2021-10-19,Montgomery,161,41,945,99
2021-10-20,Montgomery,156,36,1005,90
2021-10-21,Montgomery,168,35,1027,96
2021-10-22,Montgomery,155,30,941,93
2021-10-23,Montgomery,158,27,859,81
2021-10-24,Montgomery,155,26,787,84
2021-10-25,Montgomery,153,29,911,77
2021-10-26,Montgomery,158,29,975,79
2021-10-27,Montgomery,159,27,940,73
2021-10-28,Montgomery,160,26,937,71
2021-10-29,Montgomery,156,27,859,65
2021-10-30,Montgomery,164,22,928,66
2021-10-31,Montgomery,26,22,735,57
2021-11-01,Montgomery,154,24,808,67
2021-11-02,Montgomery,153,24,907,65
2021-11-03,Montgomery,154,25,846,62
2021-11-04,Montgomery,158,18,945,69
2021-11-05,Montgomery,159,22,940,75
2021-11-06,Montgomery,162,16,888,52
2021-11-07,Montgomery,161,18,801,52
2021-11-08,Montgomery,159,19,861,60
2021-11-09,Montgomery,161,20,934,64
2021-11-10,Montgomery,163,18,943,51
2021-11-11,Montgomery,156,16,856,45
2021-11-12,Montgomery,164,17,960,57
2021-11-13,Montgomery,170,23,779,54
2021-11-14,Montgomery,163,19,776,57
2021-11-15,Montgomery,157,16,897,48
2021-11-16,Montgomery,158,14,907,53
2021-11-17,Montgomery,161,16,1004,48
2021-11-18,Montgomery,165,16,1042,63
2021-11-19,Montgomery,163,12,928,57
2021-11-20,Montgomery,157,11,829,57
2021-11-21,Montgomery,161,11,702,43
2021-11-22,Montgomery,152,12,773,37
2021-11-23,Montgomery,151,13,820,43
2021-11-24,Montgomery,159,11,924,47
2021-11-25,Montgomery,158,12,705,33
2021-11-26,Montgomery,150,10,786,43
2021-11-27,Montgomery,163,11,648,48
2021-11-28,Montgomery,12,11,674,58
2021-11-29,Montgomery,156,13,826,49
2021-11-30,Montgomery,151,11,906,46
2021-12-01,Montgomery,156,11,923,53
2021-12-02,Montgomery,165,10,935,52
2021-12-03,Montgomery,166,9,928,55
2021-12-04,Montgomery,160,11,882,57
2021-12-05,Montgomery,155,11,815,60
2021-12-06,Montgomery,158,10,943,56
2021-12-07,Montgomery,166,13,976,57
2021-12-08,Montgomery,158,13,1002,63
2021-12-09,Montgomery,162,13,1046,59
2021-12-10,Montgomery,157,14,1030,65
2021-12-11,Montgomery,13,14,820,54
2021-12-12,Montgomery,13,14,786,51
2021-12-13,Montgomery,154,11,894,49
2021-12-14,Montgomery,157,7,727,53
2021-12-15,Montgomery,152,14,946,64
2021-12-16,Montgomery,161,12,954,75
2021-12-17,Montgomery,16,12,1008,65
2021-12-18,Montgomery,155,12,826,67
2021-12-19,Montgomery,160,15,836,64
2021-12-20,Montgomery,164,15,875,52
2021-12-21,Montgomery,158,17,920,73
2021-12-22,Montgomery,157,16,996,73
2021-12-23,Montgomery,158,15,881,83
2021-12-24,Montgomery,161,17,820,74
2021-12-25,Montgomery,158,22,636,73
2021-12-26,Montgomery,151,22,666,90
2021-12-27,Montgomery,165,21,780,105
2021-12-28,Montgomery,159,20,836,120
2021-12-29,Montgomery,161,20,823,144
2021-12-30,Montgomery,27,20,834,150
2021-12-31,Montgomery,25,20,828,161
2022-01-01,Montgomery,169,31,713,155
2022-01-02,Montgomery,157,30,723,168
2022-01-03,Montgomery,153,32,859,168
2022-01-04,Montgomery,158,33,868,178
2022-01-05,Montgomery,163,33,879,199
2022-01-06,Montgomery,161,36,944,213
2022-01-07,Montgomery,167,41,940,246
2022-01-08,Montgomery,157,44,831,244
2022-01-09,Montgomery,156,46,810,254
2022-01-10,Montgomery,161,49,859,273
2022-01-11,Montgomery,163,47,895,266
2022-01-12,Montgomery,170,41,1009,269
2022-01-13,Montgomery,159,46,986,265
2022-01-14,Montgomery,161,43,989,266
2022-01-15,Montgomery,164,41,863,240
2022-01-16,Montgomery,162,42,858,235
2022-01-17,Montgomery,161,41,890,233
2022-01-18,Montgomery,39,41,943,243
2022-01-19,Montgomery,46,41,989,252
2022-01-20,Montgomery,162,48,994,252
2022-01-21,Montgomery,170,48,947,239
2022-01-22,Montgomery,161,52,892,238
2022-01-23,Montgomery,159,49,884,234
2022-01-24,Montgomery,163,52,947,227
2022-01-25,Montgomery,162,49,952,256
2022-01-26,Montgomery,168,41,997,274
2022-01-27,Montgomery,162,39,1009,252
2022-01-28,Montgomery,160,43,1081,231
2022-01-29,Montgomery,162,40,894,216
2022-01-30,Montgomery,164,44,835,198
2022-01-31,Montgomery,45,44,990,199
2022-02-01,Montgomery,161,44,1026,198
2022-02-02,Montgomery,163,44,1053,203
2022-02-03,Montgomery,161,43,975,179
2022-02-04,Montgomery,158,34,939,165
2022-02-05,Montgomery,160,33,758,149
2022-02-06,Montgomery,157,31,700,140
2022-02-07,Montgomery,155,29,884,149
2022-02-08,Montgomery,158,35,994,136
2022-02-09,Montgomery,157,31,992,142
2022-02-10,Montgomery,166,27,902,144
2022-02-11,Montgomery,167,37,970,140
2022-02-12,Montgomery,161,32,878,137
2022-02-13,Montgomery,166,32,807,136
2022-02-14,Montgomery,156,26,935,131
2022-02-15,Montgomery,163,31,981,116
2022-02-16,Montgomery,162,31,1022,130
2022-02-17,Montgomery,28,31,953,117
2022-02-18,Montgomery,161,31,1085,100
2022-02-19,Montgomery,165,31,886,94
2022-02-20,Montgomery,159,29,833,83
2022-02-21,Montgomery,153,27,928,83
2022-02-22,Montgomery,138,25,973,93
2022-02-23,Montgomery,158,16,1050,102
2022-02-24,Montgomery,169,16,1028,97
2022-02-25,Montgomery,162,14,1013,82
2022-02-26,Montgomery,160,27,865,92
2022-02-27,Montgomery,159,17,809,87
2022-02-28,Montgomery,165,20,820,86
2022-03-01,Montgomery,164,19,986,87
2022-03-02,Montgomery,162,18,1015,72
2022-03-03,Montgomery,166,16,1018,80
2022-03-04,Montgomery,165,17,981,66
2022-03-05,Montgomery,161,12,809,63
2022-03-06,Montgomery,154,9,742,56
2022-03-07,Montgomery,158,7,825,48
2022-03-08,Montgomery,157,7,911,60
2022-03-09,Montgomery,163,8,887,69
2022-03-10,Montgomery,165,6,953,59
2022-03-11,Montgomery,159,5,933,48
2022-03-12,Montgomery,161,8,826,45
2022-03-13,Montgomery,166,6,733,34
2022-03-14,Montgomery,165,8,874,51
2022-03-15,Montgomery,9,8,880,48
2022-03-16,Montgomery,166,8,940,54
2022-03-17,Montgomery,164,7,929,33
2022-03-18,Montgomery,166,10,905,44
2022-03-19,Montgomery,163,10,774,40
2022-03-20,Montgomery,162,8,741,42
2022-03-21,Montgomery,160,8,886,45
2022-03-22,Montgomery,163,5,997,43
2022-03-23,Montgomery,165,3,1070,41
2022-03-24,Montgomery,4,3,1034,30
2022-03-25,Montgomery,162,3,906,41
2022-03-26,Montgomery,156,3,795,41
2022-03-27,Montgomery,158,3,734,26
2022-03-28,Montgomery,160,3,879,26
2022-03-29,Montgomery,165,6,939,43
2022-03-30,Montgomery,166,9,900,39
2022-03-31,Montgomery,165,6,925,35
2022-04-01,Montgomery,167,6,907,29
2022-04-02,Montgomery,165,5,855,29
2022-04-03,Montgomery,164,7,819,33
2022-04-04,Montgomery,161,4,809,29
2022-04-05,Montgomery,163,3,933,29
2022-04-06,Montgomery,166,4,994,30
